Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	class	class_prob	det_prob	individual	event	input_file	Site name	Recover Folder	SD Card	confidency
21	Spectrogram 1	1	1647.133500000	1647.153300000	22890.000	25886.000	Nyctalus leisleri	0.639	0.669	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_011/20220727_083000.WAV	Foliage	recover-20220728	11	
22	Waveform 1	1	1647.524500000	1647.544100000	22890.000	26443.000	Nyctalus leisleri	0.521	0.566	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_011/20220727_083000.WAV	Foliage	recover-20220728	11	
22	Spectrogram 1	1	1647.524500000	1647.544100000	22890.000	26443.000	Nyctalus leisleri	0.521	0.566	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_011/20220727_083000.WAV	Foliage	recover-20220728	11	
23	Waveform 1	1	1648.050500000	1648.070500000	22890.000	26521.000	Nyctalus leisleri	0.474	0.515	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_011/20220727_083000.WAV	Foliage	recover-20220728	11	
23	Spectrogram 1	1	1648.050500000	1648.070500000	22890.000	26521.000	Nyctalus leisleri	0.474	0.515	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_011/20220727_083000.WAV	Foliage	recover-20220728	11	
24	Waveform 1	1	858.020507725	858.037005886	22280.093	26331.019										3
24	Spectrogram 1	1	858.020507725	858.037005886	22280.093	26331.019										3
25	Waveform 1	1	860.253258945	860.269757107	22858.796	27488.426										1
25	Spectrogram 1	1	860.253258945	860.269757107	22858.796	27488.426										1
26	Waveform 1	1	859.461347182	859.505342280	21701.389	25752.315										1
26	Spectrogram 1	1	859.461347182	859.505342280	21701.389	25752.315										1
27	Waveform 1	1	860.533727382	860.583221867	22569.444	25752.315										1
27	Spectrogram 1	1	860.533727382	860.583221867	22569.444	25752.315										1
28	Waveform 1	1	861.045170395	861.116662430	21701.389	25752.315										1
28	Spectrogram 1	1	861.045170395	861.116662430	21701.389	25752.315										1
29	Waveform 1	1	861.322889451	861.364134855	19965.278	27488.426										1
29	Spectrogram 1	1	861.322889451	861.364134855	19965.278	27488.426										1
30	Waveform 1	1	1077.839238821	1077.891483000	19097.222	24594.907										1
30	Spectrogram 1	1	1077.839238821	1077.891483000	19097.222	24594.907										1
31	Waveform 1	1	1078.543160388	1078.567907631	19965.278	24884.259										1
31	Spectrogram 1	1	1078.543160388	1078.567907631	19965.278	24884.259										1
32	Waveform 1	1	1079.398315104	1079.445059896	19386.574	27199.074										1
32	Spectrogram 1	1	1079.398315104	1079.445059896	19386.574	27199.074										1
33	Waveform 1	1	1080.399203270	1080.443198368	19675.926	25752.315										1
33	Spectrogram 1	1	1080.399203270	1080.443198368	19675.926	25752.315										1
34	Waveform 1	1	1089.639547095	1089.686291886	20543.981	26331.019										3
34	Spectrogram 1	1	1089.639547095	1089.686291886	20543.981	26331.019										3
35	Waveform 1	1	1089.909017070	1089.961261248	19965.278	25462.963										1
35	Spectrogram 1	1	1089.909017070	1089.961261248	19965.278	25462.963										1
36	Waveform 1	1	1090.343468662	1090.414960696	20833.333	26331.019										3
36	Spectrogram 1	1	1090.343468662	1090.414960696	20833.333	26331.019										3
37	Waveform 1	1	1091.195873372	1091.294862342	20833.333	24594.907										1
37	Spectrogram 1	1	1091.195873372	1091.294862342	20833.333	24594.907										1
38	Waveform 1	1	1134.097068856	1134.153454339	21990.741	26041.667										1
38	Spectrogram 1	1	1134.097068856	1134.153454339	21990.741	26041.667										1
39	Waveform 1	1	1134.365385983	1134.412049831	20254.630	25462.963										1
39	Spectrogram 1	1	1134.365385983	1134.412049831	20254.630	25462.963										1
40	Waveform 1	1	1134.631758783	1134.680366958	20254.630	28356.481										1
40	Spectrogram 1	1	1134.631758783	1134.680366958	20254.630	28356.481										1
41	Waveform 1	1	1133.863749615	1133.937634042	22569.444	25462.963										1
41	Spectrogram 1	1	1133.863749615	1133.937634042	22569.444	25462.963										1
42	Waveform 1	1	1164.290518425	1164.331349293	22858.796	25752.315										1
42	Spectrogram 1	1	1164.290518425	1164.331349293	22858.796	25752.315										1
43	Waveform 1	1	1336.262318942	1336.332314715	21412.037	25752.315										2
43	Spectrogram 1	1	1336.262318942	1336.332314715	21412.037	25752.315										2
44	Waveform 1	1	1336.925334451	1336.993385897	21990.741	25752.315										2
44	Spectrogram 1	1	1336.925334451	1336.993385897	21990.741	25752.315										2
45	Waveform 1	1	1337.189762924	1337.220872156	23726.852	26620.370										2
45	Spectrogram 1	1	1337.189762924	1337.220872156	23726.852	26620.370										2
46	Waveform 1	1	1337.397805914	1337.493077937	18518.519	25173.611										2
46	Spectrogram 1	1	1337.397805914	1337.493077937	18518.519	25173.611										2
47	Waveform 1	1	1338.509960661	1338.572179125	22569.444	25173.611										2
47	Spectrogram 1	1	1338.509960661	1338.572179125	22569.444	25173.611										2
48	Waveform 1	1	1339.464625221	1339.501567434	24594.907	26909.722										2
48	Spectrogram 1	1	1339.464625221	1339.501567434	24594.907	26909.722										2
49	Waveform 1	1	1339.991537839	1340.044034668	20543.981	26331.019										2
49	Spectrogram 1	1	1339.991537839	1340.044034668	20543.981	26331.019										2
50	Waveform 1	1	1340.510672850	1340.565114006	23726.852	25752.315										2
50	Spectrogram 1	1	1340.510672850	1340.565114006	23726.852	25752.315										2
51	Waveform 1	1	1341.072583354	1341.093970951	20543.981	25752.315										2
51	Spectrogram 1	1	1341.072583354	1341.093970951	20543.981	25752.315										2
52	Waveform 1	1	1348.746840845	1348.818780944	19965.278	25173.611										2
52	Spectrogram 1	1	1348.746840845	1348.818780944	19965.278	25173.611										2
53	Waveform 1	1	1349.042378550	1349.083209417	21990.741	25752.315										2
53	Spectrogram 1	1	1349.042378550	1349.083209417	21990.741	25752.315										2
54	Waveform 1	1	1349.567346842	1349.600400401	19097.222	24594.907										2
54	Spectrogram 1	1	1349.567346842	1349.600400401	19097.222	24594.907										2
55	Waveform 1	1	1349.845385603	1349.878439163	21990.741	24016.204										2
55	Spectrogram 1	1	1349.845385603	1349.878439163	21990.741	24016.204										2
56	Waveform 1	1	1350.763107650	1350.776717939	20833.333	25173.611										2
56	Spectrogram 1	1	1350.763107650	1350.776717939	20833.333	25173.611										2
57	Waveform 1	1	1360.784167537	1360.842497347	22569.444	25173.611										2
57	Spectrogram 1	1	1360.784167537	1360.842497347	22569.444	25173.611										2
58	Waveform 1	1	1361.326634771	1361.346078041	19675.926	25752.315										2
58	Spectrogram 1	1	1361.326634771	1361.346078041	19675.926	25752.315										2
59	Waveform 1	1	1362.139363159	1362.217136240	21412.037	25752.315										2
59	Spectrogram 1	1	1362.139363159	1362.217136240	21412.037	25752.315										2
60	Waveform 1	1	1362.819877611	1362.880151749	20254.630	25462.963										2
60	Spectrogram 1	1	1362.819877611	1362.880151749	20254.630	25462.963										2
61	Waveform 1	1	1364.713651815	1364.779758933	19965.278	24884.259										2
61	Spectrogram 1	1	1364.713651815	1364.779758933	19965.278	24884.259										2
62	Waveform 1	1	1365.403887902	1365.493326944	18229.167	24016.204										2
62	Spectrogram 1	1	1365.403887902	1365.493326944	18229.167	24016.204										2
63	Waveform 1	1	1366.605481691	1366.634646596	20833.333	24884.259										2
63	Spectrogram 1	1	1366.605481691	1366.634646596	20833.333	24884.259										2
64	Waveform 1	1	1427.626228622	1427.680669778	22858.796	26620.370										1
64	Spectrogram 1	1	1427.626228622	1427.680669778	22858.796	26620.370										1
65	Waveform 1	1	1428.162862876	1428.211471051	22280.093	26909.722										1
65	Spectrogram 1	1	1428.162862876	1428.211471051	22280.093	26909.722										1
66	Waveform 1	1	1428.438957311	1428.481732505	22569.444	27488.426										1
66	Spectrogram 1	1	1428.438957311	1428.481732505	22569.444	27488.426										1
67	Waveform 1	1	1428.969758583	1429.018366758	22280.093	26909.722										1
67	Spectrogram 1	1	1428.969758583	1429.018366758	22280.093	26909.722										1
68	Waveform 1	1	1429.146692341	1429.210855132	21701.389	26909.722										1
68	Spectrogram 1	1	1429.146692341	1429.210855132	21701.389	26909.722										1
69	Waveform 1	1	1429.782486972	1429.869981687	20254.630	26909.722										3
69	Spectrogram 1	1	1429.782486972	1429.869981687	20254.630	26909.722										3
70	Waveform 1	1	1430.054692752	1430.113022562	21990.741	26331.019										3
70	Spectrogram 1	1	1430.054692752	1430.113022562	21990.741	26331.019										3
71	Waveform 1	1	1430.437725172	1430.486333348	21122.685	26620.370										3
71	Spectrogram 1	1	1430.437725172	1430.486333348	21122.685	26620.370										3
72	Waveform 1	1	1431.106573662	1431.172680781	20254.630	26909.722										3
72	Spectrogram 1	1	1431.106573662	1431.172680781	20254.630	26909.722										3
73	Waveform 1	1	1431.388501078	1431.411833002	20254.630	26331.019										3
73	Spectrogram 1	1	1431.388501078	1431.411833002	20254.630	26331.019										3
74	Waveform 1	1	1432.065126576	1432.139011002	21701.389	25752.315										3
74	Spectrogram 1	1	1432.065126576	1432.139011002	21701.389	25752.315										3
75	Waveform 1	1	1432.745641028	1432.786471895	23726.852	26041.667										3
75	Spectrogram 1	1	1432.745641028	1432.786471895	23726.852	26041.667										3
76	Waveform 1	1	1556.739238904	1556.783958425	19965.278	24884.259										1
76	Spectrogram 1	1	1556.739238904	1556.783958425	19965.278	24884.259										1
77	Waveform 1	1	1557.242819599	1557.291427774	20543.981	26331.019										1
77	Spectrogram 1	1	1557.242819599	1557.291427774	20543.981	26331.019										1
78	Waveform 1	1	1557.021166320	1557.061997187	19675.926	25173.611										1
78	Spectrogram 1	1	1557.021166320	1557.061997187	19675.926	25173.611										1
79	Waveform 1	1	1557.524747014	1557.544190284	21701.389	25752.315										1
79	Spectrogram 1	1	1557.524747014	1557.544190284	21701.389	25752.315										1
80	Waveform 1	1	1557.789175487	1557.863059913	23148.148	26041.667										1
80	Spectrogram 1	1	1557.789175487	1557.863059913	23148.148	26041.667										1
81	Waveform 1	1	1558.076935884	1558.096379154	23726.852	25173.611										1
81	Spectrogram 1	1	1558.076935884	1558.096379154	23726.852	25173.611										1
82	Waveform 1	1	1558.481355601	1558.512464833	22280.093	25173.611										1
82	Spectrogram 1	1	1558.481355601	1558.512464833	22280.093	25173.611										1
83	Waveform 1	1	1558.318032132	1558.354974346	20833.333	23437.500										1
83	Spectrogram 1	1	1558.318032132	1558.354974346	20833.333	23437.500										1
84	Waveform 1	1	1558.897441580	1558.905218888	24305.556	25752.315										1
84	Spectrogram 1	1	1558.897441580	1558.905218888	24305.556	25752.315										1
85	Waveform 1	1	1559.299917270	1559.364080062	20543.981	24016.204										1
85	Spectrogram 1	1	1559.299917270	1559.364080062	20543.981	24016.204										1
86	Waveform 1	1	1559.714058923	1559.747112482	21122.685	24594.907										1
86	Spectrogram 1	1	1559.714058923	1559.747112482	21122.685	24594.907										1
87	Waveform 1	1	1560.783438476	1560.853434248	19097.222	24305.556										1
87	Spectrogram 1	1	1560.783438476	1560.853434248	19097.222	24305.556										1
88	Waveform 1	1	1560.534564619	1560.583172794	22280.093	24016.204										1
88	Spectrogram 1	1	1560.534564619	1560.583172794	22280.093	24016.204										1
89	Waveform 1	1	1561.036200986	1561.051755602	23726.852	25173.611										1
89	Spectrogram 1	1	1561.036200986	1561.051755602	23726.852	25173.611										1
90	Waveform 1	1	1561.255909938	1561.287019170	22280.093	25173.611										1
90	Spectrogram 1	1	1561.255909938	1561.287019170	22280.093	25173.611										1
91	Waveform 1	1	1561.734214381	1561.769212268	21990.741	25752.315										1
91	Spectrogram 1	1	1561.734214381	1561.769212268	21990.741	25752.315										1
92	Waveform 1	1	1561.965589295	1561.986976892	24016.204	25752.315										1
92	Spectrogram 1	1	1561.965589295	1561.986976892	24016.204	25752.315										1
93	Waveform 1	1	1562.195019882	1562.230017768	22858.796	26620.370										1
93	Spectrogram 1	1	1562.195019882	1562.230017768	22858.796	26620.370										1
94	Waveform 1	1	1562.389452282	1562.434171803	23437.500	26041.667										1
94	Spectrogram 1	1	1562.389452282	1562.434171803	23437.500	26041.667										1
95	Waveform 1	1	1563.068022407	1563.099131639	22280.093	26620.370										1
95	Spectrogram 1	1	1563.068022407	1563.099131639	22280.093	26620.370										1
98	Waveform 1	1	1563.286759045	1563.366476452	22858.796	26331.019										1
98	Spectrogram 1	1	1563.286759045	1563.366476452	22858.796	26331.019										1
99	Waveform 1	1	1565.254417975	1565.299137496	23148.148	25752.315										1
99	Spectrogram 1	1	1565.254417975	1565.299137496	23148.148	25752.315										1
100	Waveform 1	1	1565.495514524	1565.536345391	24016.204	28645.833										1
100	Spectrogram 1	1	1565.495514524	1565.536345391	24016.204	28645.833										1
101	Waveform 1	1	1565.713278098	1565.740498676	24305.556	26331.019										1
101	Spectrogram 1	1	1565.713278098	1565.740498676	24305.556	26331.019										1
102	Waveform 1	1	1565.932987049	1565.934931376	22280.093	27199.074										1
102	Spectrogram 1	1	1565.932987049	1565.934931376	22280.093	27199.074										1
103	Waveform 1	1	1567.978418759	1568.021193953	22858.796	28356.481										1
103	Spectrogram 1	1	1567.978418759	1568.021193953	22858.796	28356.481										1
104	Waveform 1	1	1568.369228487	1568.392560411	24594.907	26909.722										1
104	Spectrogram 1	1	1568.369228487	1568.392560411	24594.907	26909.722										1
105	Waveform 1	1	1568.999190437	1569.028355342	23437.500	26909.722										1
105	Spectrogram 1	1	1568.999190437	1569.028355342	23437.500	26909.722										1
106	Waveform 1	1	1569.294728142	1569.339447663	23726.852	28067.130										1
106	Spectrogram 1	1	1569.294728142	1569.339447663	23726.852	28067.130										1
107	Waveform 1	1	1570.002462872	1570.049126720	23148.148	25462.963										1
107	Spectrogram 1	1	1570.002462872	1570.049126720	23148.148	25462.963										1
108	Waveform 1	1	1571.297384658	1571.357658795	22569.444	28067.130										1
108	Spectrogram 1	1	1571.297384658	1571.357658795	22569.444	28067.130										1
109	Waveform 1	1	1571.532647925	1571.585144755	22280.093	28067.130										3
109	Spectrogram 1	1	1571.532647925	1571.585144755	22280.093	28067.130										3
110	Waveform 1	1	1571.968177175	1572.014841023	22858.796	25752.315										3
110	Spectrogram 1	1	1571.968177175	1572.014841023	22858.796	25752.315										3
111	Waveform 1	1	1572.125667662	1572.180108818	24305.556	27488.426										3
111	Spectrogram 1	1	1572.125667662	1572.180108818	24305.556	27488.426										3
112	Waveform 1	1	1572.623415376	1572.675912205	21990.741	26620.370										3
112	Spectrogram 1	1	1572.623415376	1572.675912205	21990.741	26620.370										3
113	Waveform 1	1	1573.132829051	1573.187270207	19386.574	24016.204										3
113	Spectrogram 1	1	1573.132829051	1573.187270207	19386.574	24016.204										3
114	Waveform 1	1	1573.537247931	1573.609188030	18807.870	25752.315										3
114	Spectrogram 1	1	1573.537247931	1573.609188030	18807.870	25752.315										3
115	Waveform 1	1	1574.139989303	1574.200263440	20254.630	25173.611										2
115	Spectrogram 1	1	1574.139989303	1574.200263440	20254.630	25173.611										2
116	Waveform 1	1	1574.375252871	1574.408306430	21701.389	27488.426										3
116	Spectrogram 1	1	1574.375252871	1574.408306430	21701.389	27488.426										3
117	Waveform 1	1	1575.664341375	1575.697394934	19965.278	26331.019										3
117	Spectrogram 1	1	1575.664341375	1575.697394934	19965.278	26331.019										3
118	Waveform 1	1	1576.307913614	1576.420684580	19675.926	25173.611										3
118	Spectrogram 1	1	1576.307913614	1576.420684580	19675.926	25173.611										3
119	Waveform 1	1	1576.947597199	1577.019537298	19097.222	25752.315										3
119	Spectrogram 1	1	1576.947597199	1577.019537298	19097.222	25752.315										3
120	Waveform 1	1	1577.468675699	1577.552281761	23437.500	25173.611										1
120	Spectrogram 1	1	1577.468675699	1577.552281761	23437.500	25173.611										1
121	Waveform 1	1	1577.742825807	1577.810877252	19675.926	26331.019										1
121	Spectrogram 1	1	1577.742825807	1577.810877252	19675.926	26331.019										1
122	Waveform 1	1	1578.246406502	1578.302791985	21701.389	25752.315										1
122	Spectrogram 1	1	1578.246406502	1578.302791985	21701.389	25752.315										1
123	Waveform 1	1	1644.032697486	1644.077417008	19675.926	25173.611										2
123	Spectrogram 1	1	1644.032697486	1644.077417008	19675.926	25173.611										2
124	Waveform 1	1	1644.283515670	1644.330179518	20833.333	24884.259										2
124	Spectrogram 1	1	1644.283515670	1644.330179518	20833.333	24884.259										2
125	Waveform 1	1	1644.676269725	1644.722933574	20833.333	25462.963										2
125	Spectrogram 1	1	1644.676269725	1644.722933574	20833.333	25462.963										2
126	Waveform 1	1	1644.930976263	1644.975695784	22569.444	25752.315										2
126	Spectrogram 1	1	1644.930976263	1644.975695784	22569.444	25752.315										2
