Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	class	class_prob	det_prob	individual	event	input_file	Site name	Recover Folder	SD Card	confidency
9	Waveform 1	1	233.724500000	233.741000000	23750.000	27728.000	Nyctalus leisleri	0.487	0.624	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
9	Spectrogram 1	1	233.724500000	233.741000000	23750.000	27728.000	Nyctalus leisleri	0.487	0.624	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
10	Waveform 1	1	234.424500000	234.438700000	24609.000	28987.000	Nyctalus leisleri	0.392	0.529	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
10	Spectrogram 1	1	234.424500000	234.438700000	24609.000	28987.000	Nyctalus leisleri	0.392	0.529	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
11	Waveform 1	1	234.715500000	234.730200000	23750.000	27984.000	Nyctalus leisleri	0.583	0.678	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
11	Spectrogram 1	1	234.715500000	234.730200000	23750.000	27984.000	Nyctalus leisleri	0.583	0.678	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
12	Waveform 1	1	235.011500000	235.027900000	23750.000	28596.000	Nyctalus leisleri	0.467	0.599	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
12	Spectrogram 1	1	235.011500000	235.027900000	23750.000	28596.000	Nyctalus leisleri	0.467	0.599	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
13	Waveform 1	1	235.424500000	235.441400000	23750.000	28145.000	Nyctalus leisleri	0.389	0.532	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
13	Spectrogram 1	1	235.424500000	235.441400000	23750.000	28145.000	Nyctalus leisleri	0.389	0.532	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
14	Waveform 1	1	235.691500000	235.708400000	23750.000	27737.000	Nyctalus leisleri	0.53	0.6	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
14	Spectrogram 1	1	235.691500000	235.708400000	23750.000	27737.000	Nyctalus leisleri	0.53	0.6	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
15	Waveform 1	1	236.254500000	236.269100000	23750.000	29636.000	Nyctalus leisleri	0.408	0.601	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
15	Spectrogram 1	1	236.254500000	236.269100000	23750.000	29636.000	Nyctalus leisleri	0.408	0.601	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
16	Waveform 1	1	236.553500000	236.568400000	24609.000	27776.000	Nyctalus leisleri	0.498	0.59	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
16	Spectrogram 1	1	236.553500000	236.568400000	24609.000	27776.000	Nyctalus leisleri	0.498	0.59	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
17	Waveform 1	1	236.853500000	236.870100000	24609.000	28802.000	Nyctalus leisleri	0.467	0.551	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
17	Spectrogram 1	1	236.853500000	236.870100000	24609.000	28802.000	Nyctalus leisleri	0.467	0.551	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
18	Waveform 1	1	237.134500000	237.153600000	23750.000	28013.000	Nyctalus leisleri	0.394	0.51	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
18	Spectrogram 1	1	237.134500000	237.153600000	23750.000	28013.000	Nyctalus leisleri	0.394	0.51	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
19	Waveform 1	1	237.548500000	237.567400000	23750.000	29181.000	Nyctalus leisleri	0.353	0.532	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
19	Spectrogram 1	1	237.548500000	237.567400000	23750.000	29181.000	Nyctalus leisleri	0.353	0.532	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
20	Waveform 1	1	237.863500000	237.878600000	24609.000	30245.000	Nyctalus leisleri	0.441	0.644	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
20	Spectrogram 1	1	237.863500000	237.878600000	24609.000	30245.000	Nyctalus leisleri	0.441	0.644	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
21	Waveform 1	1	240.237500000	240.250100000	25468.000	30763.000	Nyctalus leisleri	0.498	0.617	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
21	Spectrogram 1	1	240.237500000	240.250100000	25468.000	30763.000	Nyctalus leisleri	0.498	0.617	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
22	Waveform 1	1	240.381500000	240.396300000	24609.000	30835.000	Nyctalus leisleri	0.318	0.552	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
22	Spectrogram 1	1	240.381500000	240.396300000	24609.000	30835.000	Nyctalus leisleri	0.318	0.552	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
23	Waveform 1	1	240.630500000	240.645700000	24609.000	31416.000	Nyctalus leisleri	0.322	0.627	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
23	Spectrogram 1	1	240.630500000	240.645700000	24609.000	31416.000	Nyctalus leisleri	0.322	0.627	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
24	Waveform 1	1	240.898500000	240.915300000	24609.000	28495.000	Nyctalus leisleri	0.398	0.503	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
24	Spectrogram 1	1	240.898500000	240.915300000	24609.000	28495.000	Nyctalus leisleri	0.398	0.503	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
25	Waveform 1	1	241.088500000	241.102500000	24609.000	31132.000	Nyctalus leisleri	0.36	0.657	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
25	Spectrogram 1	1	241.088500000	241.102500000	24609.000	31132.000	Nyctalus leisleri	0.36	0.657	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
26	Waveform 1	1	241.380500000	241.395500000	24609.000	30131.000	Nyctalus leisleri	0.429	0.606	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
26	Spectrogram 1	1	241.380500000	241.395500000	24609.000	30131.000	Nyctalus leisleri	0.429	0.606	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
27	Waveform 1	1	241.672500000	241.690100000	23750.000	26757.000	Nyctalus leisleri	0.512	0.569	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
27	Spectrogram 1	1	241.672500000	241.690100000	23750.000	26757.000	Nyctalus leisleri	0.512	0.569	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
28	Waveform 1	1	242.384500000	242.401700000	23750.000	26712.000	Nyctalus leisleri	0.543	0.594	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
28	Spectrogram 1	1	242.384500000	242.401700000	23750.000	26712.000	Nyctalus leisleri	0.543	0.594	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
29	Waveform 1	1	242.668500000	242.684800000	24609.000	27844.000	Nyctalus leisleri	0.544	0.656	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
29	Spectrogram 1	1	242.668500000	242.684800000	24609.000	27844.000	Nyctalus leisleri	0.544	0.656	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
30	Waveform 1	1	252.555500000	252.563200000	40937.000	50016.000	Pipistrellus nathusii	0.555	0.595	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
30	Spectrogram 1	1	252.555500000	252.563200000	40937.000	50016.000	Pipistrellus nathusii	0.555	0.595	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
31	Waveform 1	1	252.658500000	252.665600000	40078.000	48433.000	Pipistrellus nathusii	0.532	0.557	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
31	Spectrogram 1	1	252.658500000	252.665600000	40078.000	48433.000	Pipistrellus nathusii	0.532	0.557	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
32	Waveform 1	1	252.755500000	252.764700000	40078.000	51122.000	Pipistrellus nathusii	0.548	0.596	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
32	Spectrogram 1	1	252.755500000	252.764700000	40078.000	51122.000	Pipistrellus nathusii	0.548	0.596	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
33	Waveform 1	1	252.846500000	252.857100000	40937.000	53130.000	Pipistrellus nathusii	0.47	0.56	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
33	Spectrogram 1	1	252.846500000	252.857100000	40937.000	53130.000	Pipistrellus nathusii	0.47	0.56	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
34	Waveform 1	1	252.950500000	252.958700000	39218.000	47468.000	Pipistrellus nathusii	0.523	0.581	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
34	Spectrogram 1	1	252.950500000	252.958700000	39218.000	47468.000	Pipistrellus nathusii	0.523	0.581	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
35	Waveform 1	1	253.045500000	253.053800000	40937.000	51895.000	Pipistrellus nathusii	0.572	0.62	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
35	Spectrogram 1	1	253.045500000	253.053800000	40937.000	51895.000	Pipistrellus nathusii	0.572	0.62	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
36	Waveform 1	1	253.145500000	253.154600000	40078.000	48459.000	Pipistrellus nathusii	0.489	0.567	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
36	Spectrogram 1	1	253.145500000	253.154600000	40078.000	48459.000	Pipistrellus nathusii	0.489	0.567	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
37	Waveform 1	1	253.240500000	253.249000000	40937.000	51251.000	Pipistrellus nathusii	0.521	0.627	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
37	Spectrogram 1	1	253.240500000	253.249000000	40937.000	51251.000	Pipistrellus nathusii	0.521	0.627	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
38	Waveform 1	1	253.321500000	253.329700000	41796.000	53083.000	Pipistrellus nathusii	0.517	0.643	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
38	Spectrogram 1	1	253.321500000	253.329700000	41796.000	53083.000	Pipistrellus nathusii	0.517	0.643	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
39	Waveform 1	1	253.464500000	253.471900000	41796.000	54389.000	Pipistrellus nathusii	0.525	0.643	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
39	Spectrogram 1	1	253.464500000	253.471900000	41796.000	54389.000	Pipistrellus nathusii	0.525	0.643	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
40	Waveform 1	1	253.559500000	253.567500000	40937.000	51004.000	Pipistrellus nathusii	0.531	0.629	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
40	Spectrogram 1	1	253.559500000	253.567500000	40937.000	51004.000	Pipistrellus nathusii	0.531	0.629	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
41	Waveform 1	1	253.647500000	253.657300000	40078.000	54085.000	Pipistrellus nathusii	0.519	0.61	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
41	Spectrogram 1	1	253.647500000	253.657300000	40078.000	54085.000	Pipistrellus nathusii	0.519	0.61	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
42	Waveform 1	1	253.743500000	253.752800000	40078.000	54142.000	Pipistrellus nathusii	0.504	0.534	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
42	Spectrogram 1	1	253.743500000	253.752800000	40078.000	54142.000	Pipistrellus nathusii	0.504	0.534	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
43	Waveform 1	1	253.925500000	253.933700000	40937.000	52096.000	Pipistrellus nathusii	0.485	0.583	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
43	Spectrogram 1	1	253.925500000	253.933700000	40937.000	52096.000	Pipistrellus nathusii	0.485	0.583	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
44	Waveform 1	1	254.026500000	254.033800000	39218.000	47371.000	Pipistrellus nathusii	0.523	0.566	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
44	Spectrogram 1	1	254.026500000	254.033800000	39218.000	47371.000	Pipistrellus nathusii	0.523	0.566	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
45	Waveform 1	1	254.199500000	254.208400000	40937.000	54457.000	Pipistrellus nathusii	0.667	0.702	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
45	Spectrogram 1	1	254.199500000	254.208400000	40937.000	54457.000	Pipistrellus nathusii	0.667	0.702	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
46	Waveform 1	1	254.392500000	254.400600000	40937.000	55139.000	Pipistrellus nathusii	0.589	0.644	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
46	Spectrogram 1	1	254.392500000	254.400600000	40937.000	55139.000	Pipistrellus nathusii	0.589	0.644	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
47	Waveform 1	1	254.576500000	254.586700000	40078.000	48861.000	Pipistrellus nathusii	0.51	0.581	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
47	Spectrogram 1	1	254.576500000	254.586700000	40078.000	48861.000	Pipistrellus nathusii	0.51	0.581	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
48	Waveform 1	1	254.660500000	254.670400000	40078.000	51685.000	Pipistrellus nathusii	0.518	0.569	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
48	Spectrogram 1	1	254.660500000	254.670400000	40078.000	51685.000	Pipistrellus nathusii	0.518	0.569	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
49	Waveform 1	1	254.754500000	254.762800000	39218.000	49206.000	Pipistrellus nathusii	0.536	0.598	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
49	Spectrogram 1	1	254.754500000	254.762800000	39218.000	49206.000	Pipistrellus nathusii	0.536	0.598	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
50	Waveform 1	1	254.837500000	254.845000000	40078.000	54538.000	Pipistrellus nathusii	0.531	0.596	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
50	Spectrogram 1	1	254.837500000	254.845000000	40078.000	54538.000	Pipistrellus nathusii	0.531	0.596	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
51	Waveform 1	1	254.939500000	254.947200000	38359.000	48039.000	Pipistrellus nathusii	0.455	0.507	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
51	Spectrogram 1	1	254.939500000	254.947200000	38359.000	48039.000	Pipistrellus nathusii	0.455	0.507	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
52	Waveform 1	1	255.035500000	255.043300000	39218.000	53627.000	Pipistrellus nathusii	0.592	0.64	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
52	Spectrogram 1	1	255.035500000	255.043300000	39218.000	53627.000	Pipistrellus nathusii	0.592	0.64	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
53	Waveform 1	1	255.130500000	255.139000000	40078.000	51845.000	Pipistrellus nathusii	0.545	0.613	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
53	Spectrogram 1	1	255.130500000	255.139000000	40078.000	51845.000	Pipistrellus nathusii	0.545	0.613	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
54	Waveform 1	1	255.223500000	255.233800000	40078.000	53638.000	Pipistrellus nathusii	0.567	0.646	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
54	Spectrogram 1	1	255.223500000	255.233800000	40078.000	53638.000	Pipistrellus nathusii	0.567	0.646	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
55	Waveform 1	1	255.402500000	255.411600000	40937.000	51002.000	Pipistrellus nathusii	0.457	0.537	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
55	Spectrogram 1	1	255.402500000	255.411600000	40937.000	51002.000	Pipistrellus nathusii	0.457	0.537	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
56	Waveform 1	1	255.781500000	255.791000000	41796.000	48534.000	Pipistrellus nathusii	0.515	0.541	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
56	Spectrogram 1	1	255.781500000	255.791000000	41796.000	48534.000	Pipistrellus nathusii	0.515	0.541	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
57	Waveform 1	1	255.869500000	255.878100000	40937.000	50125.000	Pipistrellus nathusii	0.474	0.517	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
57	Spectrogram 1	1	255.869500000	255.878100000	40937.000	50125.000	Pipistrellus nathusii	0.474	0.517	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
58	Waveform 1	1	256.051500000	256.060300000	40078.000	49398.000	Pipistrellus nathusii	0.513	0.576	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
58	Spectrogram 1	1	256.051500000	256.060300000	40078.000	49398.000	Pipistrellus nathusii	0.513	0.576	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
59	Waveform 1	1	256.434500000	256.443500000	40078.000	50093.000	Pipistrellus nathusii	0.546	0.644	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
59	Spectrogram 1	1	256.434500000	256.443500000	40078.000	50093.000	Pipistrellus nathusii	0.546	0.644	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
60	Waveform 1	1	257.697500000	257.704700000	39218.000	45825.000	Pipistrellus nathusii	0.41	0.523	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
60	Spectrogram 1	1	257.697500000	257.704700000	39218.000	45825.000	Pipistrellus nathusii	0.41	0.523	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
61	Waveform 1	1	258.374500000	258.382100000	40937.000	53887.000	Pipistrellus nathusii	0.473	0.532	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
61	Spectrogram 1	1	258.374500000	258.382100000	40937.000	53887.000	Pipistrellus nathusii	0.473	0.532	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
62	Waveform 1	1	258.860500000	258.869500000	40937.000	49710.000	Pipistrellus nathusii	0.515	0.571	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
62	Spectrogram 1	1	258.860500000	258.869500000	40937.000	49710.000	Pipistrellus nathusii	0.515	0.571	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
63	Waveform 1	1	259.052500000	259.061900000	40937.000	49845.000	Pipistrellus nathusii	0.585	0.653	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
63	Spectrogram 1	1	259.052500000	259.061900000	40937.000	49845.000	Pipistrellus nathusii	0.585	0.653	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
64	Waveform 1	1	259.138500000	259.147300000	41796.000	51198.000	Pipistrellus nathusii	0.531	0.595	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond			
