Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	class	class_prob	det_prob	individual	event	input_file	Site name	Recover Folder	SD Card	confidency
86	Spectrogram 1	1	1277.679978667	1277.691664865	37797.909	47163.763										1
91	Waveform 1	1	1278.915278192	1278.924214696	37797.909	46494.774										3
91	Spectrogram 1	1	1278.915278192	1278.924214696	37797.909	46494.774										3
102	Waveform 1	1	1486.226933985	1486.231745949	37797.909	51512.195										2
102	Spectrogram 1	1	1486.226933985	1486.231745949	37797.909	51512.195										2
73	Waveform 1	1	1275.751070432	1275.762756630	38132.404	48501.742										3
73	Spectrogram 1	1	1275.751070432	1275.762756630	38132.404	48501.742										3
75	Waveform 1	1	1276.038413415	1276.052161883	38132.404	46829.268										3
75	Spectrogram 1	1	1276.038413415	1276.052161883	38132.404	46829.268										3
82	Waveform 1	1	1277.194658078	1277.209093969	38132.404	48501.742										3
82	Spectrogram 1	1	1277.194658078	1277.209093969	38132.404	48501.742										3
93	Waveform 1	1	1279.212244769	1279.220493849	38132.404	45156.794										1
93	Spectrogram 1	1	1279.212244769	1279.220493849	38132.404	45156.794										1
34	Waveform 1	1	331.917873120	331.926122201	38466.899	45825.784										1
34	Spectrogram 1	1	331.917873120	331.926122201	38466.899	45825.784										1
80	Waveform 1	1	1276.720336262	1276.729272767	38466.899	45491.289										1
80	Spectrogram 1	1	1276.720336262	1276.729272767	38466.899	45491.289										1
101	Waveform 1	1	1486.132756978	1486.138943789	38466.899	52850.174										2
101	Spectrogram 1	1	1486.132756978	1486.138943789	38466.899	52850.174										2
112	Waveform 1	1	1487.586656811	1487.598343009	38466.899	51846.690										1
112	Spectrogram 1	1	1487.586656811	1487.598343009	38466.899	51846.690										1
38	Waveform 1	1	537.130834623	537.140458550	38801.394	43149.826										1
38	Spectrogram 1	1	537.130834623	537.140458550	38801.394	43149.826										1
64	Waveform 1	1	1274.645693931	1274.649818471	39135.889	47832.753										2
64	Spectrogram 1	1	1274.645693931	1274.649818471	39135.889	47832.753										2
95	Waveform 1	1	1279.853610471	1279.864609246	39135.889	50508.711										1
95	Spectrogram 1	1	1279.853610471	1279.864609246	39135.889	50508.711										1
66	Waveform 1	1	1274.821674322	1274.830610827	39470.383	47832.753										3
66	Spectrogram 1	1	1274.821674322	1274.830610827	39470.383	47832.753										3
77	Waveform 1	1	1276.327130075	1276.341565966	39470.383	49170.732										3
77	Spectrogram 1	1	1276.327130075	1276.341565966	39470.383	49170.732										3
81	Waveform 1	1	1276.905252824	1276.914876752	39470.383	46494.774										3
81	Spectrogram 1	1	1276.905252824	1276.914876752	39470.383	46494.774										3
100	Waveform 1	1	1486.028268621	1486.037892548	39470.383	52850.174										2
100	Spectrogram 1	1	1486.028268621	1486.037892548	39470.383	52850.174										2
114	Waveform 1	1	1487.873312371	1487.887748263	39470.383	52515.679										1
114	Spectrogram 1	1	1487.873312371	1487.887748263	39470.383	52515.679										1
5	Waveform 1	1	18.215123924	18.221998158	39804.878	53519.164										1
5	Spectrogram 1	1	18.215123924	18.221998158	39804.878	53519.164										1
12	Waveform 1	1	18.883986897	18.892923401	39804.878	51846.690										1
12	Spectrogram 1	1	18.883986897	18.892923401	39804.878	51846.690										1
35	Waveform 1	1	332.317953541	332.324827775	39804.878	47498.258										1
35	Spectrogram 1	1	332.317953541	332.324827775	39804.878	47498.258										1
67	Waveform 1	1	1274.906914825	1274.917913599	39804.878	47498.258										3
67	Spectrogram 1	1	1274.906914825	1274.917913599	39804.878	47498.258										3
84	Waveform 1	1	1277.576177733	1277.585801661	39804.878	50508.711										3
84	Spectrogram 1	1	1277.576177733	1277.585801661	39804.878	50508.711										3
104	Waveform 1	1	1486.506714976	1486.519776021	39804.878	52850.174										
104	Spectrogram 1	1	1486.506714976	1486.519776021	39804.878	52850.174										
10	Waveform 1	1	18.692195767	18.705256811	40139.373	56864.111										3
10	Spectrogram 1	1	18.692195767	18.705256811	40139.373	56864.111										3
33	Waveform 1	1	331.616781668	331.627780443	40139.373	45825.784										1
33	Spectrogram 1	1	331.616781668	331.627780443	40139.373	45825.784										1
79	Waveform 1	1	1276.618597598	1276.624784409	40139.373	48501.742										3
79	Spectrogram 1	1	1276.618597598	1276.624784409	40139.373	48501.742										3
85	Waveform 1	1	1277.869707527	1277.880706301	40139.373	48167.247										3
85	Spectrogram 1	1	1277.869707527	1277.880706301	40139.373	48167.247										3
92	Waveform 1	1	1279.013579405	1279.019766215	40139.373	44822.300										1
92	Spectrogram 1	1	1279.013579405	1279.019766215	40139.373	44822.300										1
115	Waveform 1	1	1488.163404714	1488.169591525	40139.373	50508.711										2
115	Spectrogram 1	1	1488.163404714	1488.169591525	40139.373	50508.711										2
13	Waveform 1	1	18.980225839	18.987100073	40473.868	56529.617										3
13	Spectrogram 1	1	18.980225839	18.987100073	40473.868	56529.617										3
37	Waveform 1	1	333.032185791	333.039060025	40473.868	47163.763										1
37	Spectrogram 1	1	333.032185791	333.039060025	40473.868	47163.763										1
109	Waveform 1	1	1487.187264147	1487.195513228	40473.868	51177.700										2
109	Spectrogram 1	1	1487.187264147	1487.195513228	40473.868	51177.700										2
28	Waveform 1	1	20.897449047	20.909135245	40808.362	51512.195										2
28	Spectrogram 1	1	20.897449047	20.909135245	40808.362	51512.195										2
2	Waveform 1	1	17.852852124	17.861101204	41142.857	53184.669										3
2	Spectrogram 1	1	17.852852124	17.861101204	41142.857	53184.669										3
11	Waveform 1	1	18.782935656	18.794621854	41142.857	59874.564										3
11	Spectrogram 1	1	18.782935656	18.794621854	41142.857	59874.564										3
23	Waveform 1	1	20.054668287	20.058792827	41142.857	54188.153										2
23	Spectrogram 1	1	20.054668287	20.058792827	41142.857	54188.153										2
36	Waveform 1	1	332.630043433	332.633480550	41142.857	46829.268										1
36	Spectrogram 1	1	332.630043433	332.633480550	41142.857	46829.268										1
76	Waveform 1	1	1276.144275449	1276.152524530	41142.857	45491.289										1
76	Spectrogram 1	1	1276.144275449	1276.152524530	41142.857	45491.289										1
78	Waveform 1	1	1276.428868739	1276.435742973	41142.857	45156.794										1
78	Spectrogram 1	1	1276.428868739	1276.435742973	41142.857	45156.794										1
94	Waveform 1	1	1279.574516903	1279.579328867	41142.857	47163.763										1
94	Spectrogram 1	1	1279.574516903	1279.579328867	41142.857	47163.763										1
96	Waveform 1	1	1280.127204986	1280.136141491	41142.857	49170.732										1
96	Spectrogram 1	1	1280.127204986	1280.136141491	41142.857	49170.732										1
1	Waveform 1	1	17.694057317	17.703681245	41477.352	59205.575										
1	Spectrogram 1	1	17.694057317	17.703681245	41477.352	59205.575										
3	Waveform 1	1	18.030894785	18.051517488	41477.352	53184.669										3
3	Spectrogram 1	1	18.030894785	18.051517488	41477.352	53184.669										3
6	Waveform 1	1	18.309300930	18.314112894	41477.352	51846.690										3
6	Spectrogram 1	1	18.309300930	18.314112894	41477.352	51846.690										3
15	Waveform 1	1	19.262756859	19.268943669	41477.352	56529.617										3
15	Spectrogram 1	1	19.262756859	19.268943669	41477.352	56529.617										3
19	Waveform 1	1	19.563160887	19.565223157	41477.352	49839.721										2
19	Spectrogram 1	1	19.563160887	19.565223157	41477.352	49839.721										2
21	Waveform 1	1	19.761825917	19.772824691	41477.352	48836.237										3
21	Spectrogram 1	1	19.761825917	19.772824691	41477.352	48836.237										3
26	Waveform 1	1	20.577797164	20.586733668	41477.352	47832.753										2
26	Spectrogram 1	1	20.577797164	20.586733668	41477.352	47832.753										2
98	Waveform 1	1	1485.838539761	1485.846788842	41477.352	51846.690										1
98	Spectrogram 1	1	1485.838539761	1485.846788842	41477.352	51846.690										1
22	Waveform 1	1	19.858065193	19.864939427	41811.847	53853.659										3
22	Spectrogram 1	1	19.858065193	19.864939427	41811.847	53853.659										3
30	Waveform 1	1	21.315402143	21.320214107	41811.847	50508.711										1
30	Spectrogram 1	1	21.315402143	21.320214107	41811.847	50508.711										1
74	Waveform 1	1	1275.852809096	1275.858995906	41811.847	45491.289										1
74	Spectrogram 1	1	1275.852809096	1275.858995906	41811.847	45491.289										1
99	Waveform 1	1	1485.933404191	1485.943028118	41811.847	51846.690										1
99	Spectrogram 1	1	1485.933404191	1485.943028118	41811.847	51846.690										1
110	Waveform 1	1	1487.282815666	1487.292439594	41811.847	47163.763										1
110	Spectrogram 1	1	1487.282815666	1487.292439594	41811.847	47163.763										1
25	Waveform 1	1	20.357821674	20.370882719	42146.341	50174.216										2
25	Spectrogram 1	1	20.357821674	20.370882719	42146.341	50174.216										2
105	Waveform 1	1	1486.611203334	1486.620827262	42146.341	54522.648										2
105	Spectrogram 1	1	1486.611203334	1486.620827262	42146.341	54522.648										2
108	Waveform 1	1	1486.985849090	1486.993410747	42146.341	52850.174										2
108	Spectrogram 1	1	1486.985849090	1486.993410747	42146.341	52850.174										2
4	Waveform 1	1	18.128508909	18.134695720	42480.836	49839.721										1
4	Spectrogram 1	1	18.128508909	18.134695720	42480.836	49839.721										1
29	Waveform 1	1	21.103675735	21.112612239	42480.836	49839.721										1
29	Spectrogram 1	1	21.103675735	21.112612239	42480.836	49839.721										1
8	Waveform 1	1	18.494217826	18.503154330	42815.331	52515.679										3
8	Spectrogram 1	1	18.494217826	18.503154330	42815.331	52515.679										3
31	Waveform 1	1	21.512005237	21.518192048	42815.331	46494.774										1
31	Spectrogram 1	1	21.512005237	21.518192048	42815.331	46494.774										1
103	Waveform 1	1	1486.323860685	1486.332109766	42815.331	53184.669										2
103	Spectrogram 1	1	1486.323860685	1486.332109766	42815.331	53184.669										2
7	Waveform 1	1	18.402103090	18.413101864	43149.826	55191.638										3
7	Spectrogram 1	1	18.402103090	18.413101864	43149.826	55191.638										3
17	Waveform 1	1	19.390617612	19.400241540	43149.826	55860.627										2
17	Spectrogram 1	1	19.390617612	19.400241540	43149.826	55860.627										2
27	Waveform 1	1	20.790210996	20.801897194	43149.826	49839.721										2
27	Spectrogram 1	1	20.790210996	20.801897194	43149.826	49839.721										2
97	Waveform 1	1	1485.736113674	1485.744362754	43149.826	51177.700										1
97	Spectrogram 1	1	1485.736113674	1485.744362754	43149.826	51177.700										1
107	Waveform 1	1	1486.893734353	1486.901296011	43149.826	53853.659										1
107	Spectrogram 1	1	1486.893734353	1486.901296011	43149.826	53853.659										1
116	Waveform 1	1	1488.257581720	1488.262393684	43149.826	48501.742										1
116	Spectrogram 1	1	1488.257581720	1488.262393684	43149.826	48501.742										1
118	Waveform 1	1	1488.450747697	1488.458309355	43149.826	47163.763										1
118	Spectrogram 1	1	1488.450747697	1488.458309355	43149.826	47163.763										1
119	Waveform 1	1	1488.546986974	1488.553173784	43149.826	48836.237										1
119	Spectrogram 1	1	1488.546986974	1488.553173784	43149.826	48836.237										1
24	Waveform 1	1	20.155032104	20.161218915	43484.321	51177.700										2
24	Spectrogram 1	1	20.155032104	20.161218915	43484.321	51177.700										2
117	Waveform 1	1	1488.354508420	1488.365507195	43484.321	47163.763										1
117	Spectrogram 1	1	1488.354508420	1488.365507195	43484.321	47163.763										1
9	Waveform 1	1	18.589082256	18.598706184	44153.310	55191.638										3
9	Spectrogram 1	1	18.589082256	18.598706184	44153.310	55191.638										3
18	Waveform 1	1	19.473795844	19.479295231	44487.805	49839.721										2
18	Spectrogram 1	1	19.473795844	19.479295231	44487.805	49839.721										2
32	Waveform 1	1	21.718919682	21.724419069	44487.805	49839.721										1
32	Spectrogram 1	1	21.718919682	21.724419069	44487.805	49839.721										1
111	Waveform 1	1	1487.486980418	1487.491792381	44822.300	49839.721										1
111	Spectrogram 1	1	1487.486980418	1487.491792381	44822.300	49839.721										1
113	Waveform 1	1	1487.694582286	1487.700081673	44822.300	48836.237										1
113	Spectrogram 1	1	1487.694582286	1487.700081673	44822.300	48836.237										1
14	Waveform 1	1	19.076465116	19.084026773	45491.289	52181.185										1
14	Spectrogram 1	1	19.076465116	19.084026773	45491.289	52181.185										1
20	Waveform 1	1	19.662836946	19.666961487	45825.784	50508.711										2
20	Spectrogram 1	1	19.662836946	19.666961487	45825.784	50508.711										2
16	Waveform 1	1	19.332874046	19.341123127	46829.268	55526.132										2
16	Spectrogram 1	1	19.332874046	19.341123127	46829.268	55526.132										2
