Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	class	class_prob	det_prob	individual	event	input_file	Site name	Recover Folder	SD Card	confidency
88	Spectrogram 1	1	609.758316515	609.767065987	48250.000	59750.000										3
89	Waveform 1	1	609.720402139	609.728179447	47000.000	57750.000										3
89	Spectrogram 1	1	609.720402139	609.728179447	47000.000	57750.000										3
90	Waveform 1	1	609.790398174	609.795258992	53500.000	61250.000										3
90	Spectrogram 1	1	609.790398174	609.795258992	53500.000	61250.000										3
91	Waveform 1	1	609.824423897	609.836089859	47250.000	60000.000										2
91	Spectrogram 1	1	609.824423897	609.836089859	47250.000	60000.000										2
92	Waveform 1	1	610.409666325	610.423276614	37000.000	60750.000										3
92	Spectrogram 1	1	610.409666325	610.423276614	37000.000	60750.000										3
93	Waveform 1	1	610.448552865	610.454385846	36750.000	63250.000										3
93	Spectrogram 1	1	610.448552865	610.454385846	36750.000	63250.000										3
94	Waveform 1	1	610.553546524	610.567156813	37000.000	61750.000										3
94	Spectrogram 1	1	610.553546524	610.567156813	37000.000	61750.000										3
95	Waveform 1	1	610.598266045	610.612848497	38500.000	72500.000										3
95	Spectrogram 1	1	610.598266045	610.612848497	38500.000	72500.000										3
96	Waveform 1	1	610.708120520	610.722702973	36250.000	62750.000										3
96	Spectrogram 1	1	610.708120520	610.722702973	36250.000	62750.000										3
97	Waveform 1	1	610.772283312	610.780060620	40250.000	60500.000										3
97	Spectrogram 1	1	610.772283312	610.780060620	40250.000	60500.000										3
98	Waveform 1	1	610.820891750	610.830613385	43250.000	61750.000										3
98	Spectrogram 1	1	610.820891750	610.830613385	43250.000	61750.000										3
99	Waveform 1	1	611.153371668	611.165037630	43000.000	66250.000										3
99	Spectrogram 1	1	611.153371668	611.165037630	43000.000	66250.000										3
100	Waveform 1	1	1560.856441590	1560.858385917	43500.000	53500.000										1
100	Spectrogram 1	1	1560.856441590	1560.858385917	43500.000	53500.000										1
101	Waveform 1	1	1560.959490921	1560.968240393	42750.000	50750.000										1
101	Spectrogram 1	1	1560.959490921	1560.968240393	42750.000	50750.000										1
102	Waveform 1	1	1561.188921508	1561.199615306	45500.000	52500.000										1
102	Spectrogram 1	1	1561.188921508	1561.199615306	45500.000	52500.000										1
103	Waveform 1	1	1561.303636801	1561.319191417	43750.000	54250.000										1
103	Spectrogram 1	1	1561.303636801	1561.319191417	43750.000	54250.000										1
104	Waveform 1	1	1561.528206833	1561.534039814	41750.000	49250.000										1
104	Spectrogram 1	1	1561.528206833	1561.534039814	41750.000	49250.000										1
105	Waveform 1	1	1561.423213175	1561.435851301	48250.000	48250.000										1
105	Spectrogram 1	1	1561.423213175	1561.435851301	48250.000	48250.000										1
106	Waveform 1	1	1561.802356941	1561.814022903	38500.000	49750.000										1
106	Spectrogram 1	1	1561.802356941	1561.814022903	38500.000	49750.000										1
107	Waveform 1	1	1562.015260748	1562.029843201	41250.000	53250.000										1
107	Spectrogram 1	1	1562.015260748	1562.029843201	41250.000	53250.000										1
108	Waveform 1	1	1562.142614167	1562.157196619	39500.000	58250.000										2
108	Spectrogram 1	1	1562.142614167	1562.157196619	39500.000	58250.000										2
109	Waveform 1	1	1560.748531441	1560.755336586	43000.000	49250.000										1
109	Spectrogram 1	1	1560.748531441	1560.755336586	43000.000	49250.000										1
110	Waveform 1	1	1562.370100426	1562.376905571	42769.231	50769.231										1
110	Spectrogram 1	1	1562.370100426	1562.376905571	42769.231	50769.231										1
1	Waveform 1	1	442.538500000	442.544400000	46093.000	54116.000	Pipistrellus pipistrellus	0.521	0.543	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9	
1	Spectrogram 1	1	442.538500000	442.544400000	46093.000	54116.000	Pipistrellus pipistrellus	0.521	0.543	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9	
2	Waveform 1	1	442.665500000	442.671000000	46093.000	57966.000	Pipistrellus pipistrellus	0.451	0.527	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9	
2	Spectrogram 1	1	442.665500000	442.671000000	46093.000	57966.000	Pipistrellus pipistrellus	0.451	0.527	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9	
3	Waveform 1	1	442.745500000	442.751300000	45234.000	55725.000	Pipistrellus pipistrellus	0.456	0.504	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9	
3	Spectrogram 1	1	442.745500000	442.751300000	45234.000	55725.000	Pipistrellus pipistrellus	0.456	0.504	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9	
4	Waveform 1	1	490.312500000	490.319900000	40078.000	47090.000	Pipistrellus nathusii	0.498	0.547	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9	
4	Spectrogram 1	1	490.312500000	490.319900000	40078.000	47090.000	Pipistrellus nathusii	0.498	0.547	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9	
5	Waveform 1	1	490.418500000	490.426500000	40078.000	47480.000	Pipistrellus nathusii	0.557	0.587	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9	
5	Spectrogram 1	1	490.418500000	490.426500000	40078.000	47480.000	Pipistrellus nathusii	0.557	0.587	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9	
6	Waveform 1	1	490.645500000	490.653600000	40078.000	45923.000	Pipistrellus nathusii	0.509	0.556	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9	
6	Spectrogram 1	1	490.645500000	490.653600000	40078.000	45923.000	Pipistrellus nathusii	0.509	0.556	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9	
7	Waveform 1	1	490.756500000	490.765300000	40078.000	48112.000	Pipistrellus nathusii	0.539	0.631	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9	
7	Spectrogram 1	1	490.756500000	490.765300000	40078.000	48112.000	Pipistrellus nathusii	0.539	0.631	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9	
8	Waveform 1	1	490.866500000	490.874500000	40078.000	47882.000	Pipistrellus nathusii	0.567	0.6	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9	
8	Spectrogram 1	1	490.866500000	490.874500000	40078.000	47882.000	Pipistrellus nathusii	0.567	0.6	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9	
9	Waveform 1	1	490.976500000	490.984600000	40078.000	48061.000	Pipistrellus nathusii	0.479	0.541	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9	
9	Spectrogram 1	1	490.976500000	490.984600000	40078.000	48061.000	Pipistrellus nathusii	0.479	0.541	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9	
10	Waveform 1	1	491.086500000	491.094700000	40078.000	46965.000	Pipistrellus nathusii	0.46	0.553	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9	
10	Spectrogram 1	1	491.086500000	491.094700000	40078.000	46965.000	Pipistrellus nathusii	0.46	0.553	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9	
11	Waveform 1	1	610.293500000	610.298100000	41796.000	77770.000	Myotis brandtii	0.386	0.503	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9	
11	Spectrogram 1	1	610.293500000	610.298100000	41796.000	77770.000	Myotis brandtii	0.386	0.503	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9	
12	Waveform 1	1	610.331500000	610.335900000	41796.000	74499.000	Myotis brandtii	0.465	0.557	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9	
12	Spectrogram 1	1	610.331500000	610.335900000	41796.000	74499.000	Myotis brandtii	0.465	0.557	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9	
13	Waveform 1	1	610.502500000	610.507200000	40078.000	80902.000	Myotis brandtii	0.407	0.543	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9	
13	Spectrogram 1	1	610.502500000	610.507200000	40078.000	80902.000	Myotis brandtii	0.407	0.543	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9	
14	Waveform 1	1	610.658500000	610.663100000	40078.000	79944.000	Myotis brandtii	0.409	0.512	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9	
14	Spectrogram 1	1	610.658500000	610.663100000	40078.000	79944.000	Myotis brandtii	0.409	0.512	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9	
15	Waveform 1	1	610.869500000	610.873800000	43515.000	81959.000	Myotis brandtii	0.445	0.553	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9	
15	Spectrogram 1	1	610.869500000	610.873800000	43515.000	81959.000	Myotis brandtii	0.445	0.553	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9	
16	Waveform 1	1	610.921500000	610.925900000	42656.000	82914.000	Myotis brandtii	0.426	0.544	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9	
16	Spectrogram 1	1	610.921500000	610.925900000	42656.000	82914.000	Myotis brandtii	0.426	0.544	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9	
17	Waveform 1	1	610.975500000	610.980800000	43515.000	90447.000	Myotis brandtii	0.415	0.545	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9	
17	Spectrogram 1	1	610.975500000	610.980800000	43515.000	90447.000	Myotis brandtii	0.415	0.545	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9	
18	Waveform 1	1	611.023500000	611.027200000	44375.000	82159.000	Myotis brandtii	0.414	0.584	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9	
18	Spectrogram 1	1	611.023500000	611.027200000	44375.000	82159.000	Myotis brandtii	0.414	0.584	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9	
19	Waveform 1	1	611.068500000	611.072800000	44375.000	82879.000	Myotis brandtii	0.414	0.526	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9	
19	Spectrogram 1	1	611.068500000	611.072800000	44375.000	82879.000	Myotis brandtii	0.414	0.526	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9	
20	Waveform 1	1	611.112500000	611.117000000	46093.000	84237.000	Myotis brandtii	0.32	0.53	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9	
20	Spectrogram 1	1	611.112500000	611.117000000	46093.000	84237.000	Myotis brandtii	0.32	0.53	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9	
21	Waveform 1	1	611.197500000	611.201600000	45234.000	80056.000	Myotis brandtii	0.287	0.538	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9	
21	Spectrogram 1	1	611.197500000	611.201600000	45234.000	80056.000	Myotis brandtii	0.287	0.538	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9	
22	Waveform 1	1	611.240500000	611.244800000	44375.000	81864.000	Myotis brandtii	0.354	0.514	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9	
22	Spectrogram 1	1	611.240500000	611.244800000	44375.000	81864.000	Myotis brandtii	0.354	0.514	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9	
23	Waveform 1	1	611.280500000	611.284900000	43515.000	85431.000	Myotis brandtii	0.391	0.63	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9	
23	Spectrogram 1	1	611.280500000	611.284900000	43515.000	85431.000	Myotis brandtii	0.391	0.63	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9	
24	Waveform 1	1	852.207500000	852.214600000	46953.000	64155.000	Pipistrellus pipistrellus	0.456	0.544	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9	
24	Spectrogram 1	1	852.207500000	852.214600000	46953.000	64155.000	Pipistrellus pipistrellus	0.456	0.544	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9	
25	Waveform 1	1	852.398500000	852.404400000	45234.000	61012.000	Pipistrellus pipistrellus	0.569	0.664	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9	
25	Spectrogram 1	1	852.398500000	852.404400000	45234.000	61012.000	Pipistrellus pipistrellus	0.569	0.664	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9	
26	Waveform 1	1	852.494500000	852.500900000	46953.000	60888.000	Pipistrellus pipistrellus	0.573	0.646	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9	
26	Spectrogram 1	1	852.494500000	852.500900000	46953.000	60888.000	Pipistrellus pipistrellus	0.573	0.646	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9	
27	Waveform 1	1	852.683500000	852.690600000	46953.000	62868.000	Pipistrellus pipistrellus	0.503	0.547	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9	
27	Spectrogram 1	1	852.683500000	852.690600000	46953.000	62868.000	Pipistrellus pipistrellus	0.503	0.547	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9	
28	Waveform 1	1	852.871500000	852.879100000	46953.000	64360.000	Pipistrellus pipistrellus	0.569	0.643	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9	
28	Spectrogram 1	1	852.871500000	852.879100000	46953.000	64360.000	Pipistrellus pipistrellus	0.569	0.643	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9	
29	Waveform 1	1	853.265500000	853.272600000	49531.000	63599.000	Pipistrellus pipistrellus	0.474	0.502	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9	
29	Spectrogram 1	1	853.265500000	853.272600000	49531.000	63599.000	Pipistrellus pipistrellus	0.474	0.502	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9	
30	Waveform 1	1	853.350500000	853.356400000	46093.000	62247.000	Pipistrellus pipistrellus	0.487	0.529	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9	
30	Spectrogram 1	1	853.350500000	853.356400000	46093.000	62247.000	Pipistrellus pipistrellus	0.487	0.529	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9	
31	Waveform 1	1	853.434500000	853.440100000	48671.000	61118.000	Pipistrellus pipistrellus	0.517	0.537	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9	
31	Spectrogram 1	1	853.434500000	853.440100000	48671.000	61118.000	Pipistrellus pipistrellus	0.517	0.537	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9	
32	Waveform 1	1	853.690500000	853.695700000	48671.000	62454.000	Pipistrellus pipistrellus	0.477	0.51	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9	
32	Spectrogram 1	1	853.690500000	853.695700000	48671.000	62454.000	Pipistrellus pipistrellus	0.477	0.51	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9	
33	Waveform 1	1	853.768500000	853.773200000	52109.000	64387.000	Pipistrellus pipistrellus	0.497	0.546	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9	
33	Spectrogram 1	1	853.768500000	853.773200000	52109.000	64387.000	Pipistrellus pipistrellus	0.497	0.546	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9	
34	Waveform 1	1	1561.067500000	1561.072800000	47812.000	58976.000	Pipistrellus pipistrellus	0.531	0.564	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9	
34	Spectrogram 1	1	1561.067500000	1561.072800000	47812.000	58976.000	Pipistrellus pipistrellus	0.531	0.564	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9	
35	Waveform 1	1	1561.694500000	1561.701200000	47812.000	62170.000	Pipistrellus pipistrellus	0.552	0.575	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9	
35	Spectrogram 1	1	1561.694500000	1561.701200000	47812.000	62170.000	Pipistrellus pipistrellus	0.552	0.575	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9	
36	Waveform 1	1	1561.904500000	1561.914600000	44375.000	62079.000	Pipistrellus pipistrellus	0.291	0.5	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9	
36	Spectrogram 1	1	1561.904500000	1561.914600000	44375.000	62079.000	Pipistrellus pipistrellus	0.291	0.5	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9	
37	Waveform 1	1	1563.160500000	1563.165800000	44375.000	61153.000	Pipistrellus pipistrellus	0.442	0.574	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9	
37	Spectrogram 1	1	1563.160500000	1563.165800000	44375.000	61153.000	Pipistrellus pipistrellus	0.442	0.574	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9	
