Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Annotation	detection_confidence	input_file
36	Waveform 1	1	64.633500000	64.637800000	47812.000	62623.000	Echolocation	0.577	20220826_070000.WAV
36	Spectrogram 1	1	64.633500000	64.637800000	47812.000	62623.000	Echolocation	0.577	20220826_070000.WAV
37	Waveform 1	1	64.725500000	64.731300000	47812.000	55373.000	Echolocation	0.59	20220826_070000.WAV
37	Spectrogram 1	1	64.725500000	64.731300000	47812.000	55373.000	Echolocation	0.59	20220826_070000.WAV
38	Waveform 1	1	64.782500000	64.786200000	46953.000	60705.000	Echolocation	0.514	20220826_070000.WAV
38	Spectrogram 1	1	64.782500000	64.786200000	46953.000	60705.000	Echolocation	0.514	20220826_070000.WAV
39	Waveform 1	1	64.829500000	64.834000000	47812.000	58894.000	Echolocation	0.535	20220826_070000.WAV
39	Spectrogram 1	1	64.829500000	64.834000000	47812.000	58894.000	Echolocation	0.535	20220826_070000.WAV
40	Waveform 1	1	65.051500000	65.055600000	47812.000	60997.000	Echolocation	0.555	20220826_070000.WAV
40	Spectrogram 1	1	65.051500000	65.055600000	47812.000	60997.000	Echolocation	0.555	20220826_070000.WAV
41	Waveform 1	1	65.346500000	65.352100000	46953.000	62745.000	Echolocation	0.628	20220826_070000.WAV
41	Spectrogram 1	1	65.346500000	65.352100000	46953.000	62745.000	Echolocation	0.628	20220826_070000.WAV
42	Waveform 1	1	65.403500000	65.407800000	47812.000	64357.000	Echolocation	0.6	20220826_070000.WAV
42	Spectrogram 1	1	65.403500000	65.407800000	47812.000	64357.000	Echolocation	0.6	20220826_070000.WAV
43	Waveform 1	1	65.455500000	65.459800000	46093.000	61332.000	Echolocation	0.579	20220826_070000.WAV
43	Spectrogram 1	1	65.455500000	65.459800000	46093.000	61332.000	Echolocation	0.579	20220826_070000.WAV
44	Waveform 1	1	65.759500000	65.763900000	48671.000	61727.000	Echolocation	0.572	20220826_070000.WAV
44	Spectrogram 1	1	65.759500000	65.763900000	48671.000	61727.000	Echolocation	0.572	20220826_070000.WAV
45	Waveform 1	1	67.193500000	67.201500000	45234.000	51512.000	fp	0.52	20220826_070000.WAV
45	Spectrogram 1	1	67.193500000	67.201500000	45234.000	51512.000	fp	0.52	20220826_070000.WAV
46	Waveform 1	1	82.095500000	82.102900000	40078.000	50479.000	Echolocation	0.533	20220826_070000.WAV
46	Spectrogram 1	1	82.095500000	82.102900000	40078.000	50479.000	Echolocation	0.533	20220826_070000.WAV
47	Waveform 1	1	93.489500000	93.498400000	39218.000	48001.000	Echolocation	0.513	20220826_070000.WAV
47	Spectrogram 1	1	93.489500000	93.498400000	39218.000	48001.000	Echolocation	0.513	20220826_070000.WAV
48	Waveform 1	1	93.690500000	93.699600000	40078.000	49134.000	Echolocation	0.587	20220826_070000.WAV
48	Spectrogram 1	1	93.690500000	93.699600000	40078.000	49134.000	Echolocation	0.587	20220826_070000.WAV
49	Waveform 1	1	93.884500000	93.892900000	40078.000	48347.000	Echolocation	0.596	20220826_070000.WAV
49	Spectrogram 1	1	93.884500000	93.892900000	40078.000	48347.000	Echolocation	0.596	20220826_070000.WAV
50	Waveform 1	1	93.979500000	93.988500000	40078.000	49915.000	Echolocation	0.618	20220826_070000.WAV
50	Spectrogram 1	1	93.979500000	93.988500000	40078.000	49915.000	Echolocation	0.618	20220826_070000.WAV
51	Waveform 1	1	94.074500000	94.081600000	38359.000	47937.000	Echolocation	0.609	20220826_070000.WAV
51	Spectrogram 1	1	94.074500000	94.081600000	38359.000	47937.000	Echolocation	0.609	20220826_070000.WAV
52	Waveform 1	1	94.159500000	94.166900000	39218.000	48338.000	Echolocation	0.514	20220826_070000.WAV
52	Spectrogram 1	1	94.159500000	94.166900000	39218.000	48338.000	Echolocation	0.514	20220826_070000.WAV
53	Waveform 1	1	94.245500000	94.253700000	39218.000	49157.000	Echolocation	0.617	20220826_070000.WAV
53	Spectrogram 1	1	94.245500000	94.253700000	39218.000	49157.000	Echolocation	0.617	20220826_070000.WAV
54	Waveform 1	1	94.632500000	94.641200000	39218.000	51873.000	Echolocation	0.548	20220826_070000.WAV
54	Spectrogram 1	1	94.632500000	94.641200000	39218.000	51873.000	Echolocation	0.548	20220826_070000.WAV
55	Waveform 1	1	94.920500000	94.928300000	39218.000	47471.000	Echolocation	0.513	20220826_070000.WAV
55	Spectrogram 1	1	94.920500000	94.928300000	39218.000	47471.000	Echolocation	0.513	20220826_070000.WAV
56	Waveform 1	1	95.372500000	95.376900000	49531.000	61292.000	Echolocation	0.557	20220826_070000.WAV
56	Spectrogram 1	1	95.372500000	95.376900000	49531.000	61292.000	Echolocation	0.557	20220826_070000.WAV
57	Waveform 1	1	96.661500000	96.667100000	46093.000	70607.000	Echolocation	0.554	20220826_070000.WAV
57	Spectrogram 1	1	96.661500000	96.667100000	46093.000	70607.000	Echolocation	0.554	20220826_070000.WAV
58	Waveform 1	1	96.733500000	96.740500000	48671.000	68251.000	Echolocation	0.546	20220826_070000.WAV
58	Spectrogram 1	1	96.733500000	96.740500000	48671.000	68251.000	Echolocation	0.546	20220826_070000.WAV
59	Waveform 1	1	96.890500000	96.896600000	46093.000	76263.000	Echolocation	0.539	20220826_070000.WAV
59	Spectrogram 1	1	96.890500000	96.896600000	46093.000	76263.000	Echolocation	0.539	20220826_070000.WAV
60	Waveform 1	1	96.945500000	96.951300000	46093.000	78112.000	Echolocation	0.509	20220826_070000.WAV
60	Spectrogram 1	1	96.945500000	96.951300000	46093.000	78112.000	Echolocation	0.509	20220826_070000.WAV
61	Waveform 1	1	97.001500000	97.006800000	47812.000	69407.000	Echolocation	0.632	20220826_070000.WAV
61	Spectrogram 1	1	97.001500000	97.006800000	47812.000	69407.000	Echolocation	0.632	20220826_070000.WAV
62	Waveform 1	1	97.129500000	97.134900000	46953.000	77648.000	Echolocation	0.503	20220826_070000.WAV
62	Spectrogram 1	1	97.129500000	97.134900000	46953.000	77648.000	Echolocation	0.503	20220826_070000.WAV
63	Waveform 1	1	97.181500000	97.186600000	46093.000	70797.000	Echolocation	0.538	20220826_070000.WAV
63	Spectrogram 1	1	97.181500000	97.186600000	46093.000	70797.000	Echolocation	0.538	20220826_070000.WAV
64	Waveform 1	1	97.252500000	97.257700000	46093.000	71014.000	Echolocation	0.57	20220826_070000.WAV
64	Spectrogram 1	1	97.252500000	97.257700000	46093.000	71014.000	Echolocation	0.57	20220826_070000.WAV
65	Waveform 1	1	97.306500000	97.311300000	46093.000	69398.000	Echolocation	0.594	20220826_070000.WAV
65	Spectrogram 1	1	97.306500000	97.311300000	46093.000	69398.000	Echolocation	0.594	20220826_070000.WAV
66	Waveform 1	1	97.434500000	97.441100000	46953.000	68549.000	Echolocation	0.627	20220826_070000.WAV
66	Spectrogram 1	1	97.434500000	97.441100000	46953.000	68549.000	Echolocation	0.627	20220826_070000.WAV
67	Waveform 1	1	97.506500000	97.511200000	47812.000	68300.000	Echolocation	0.522	20220826_070000.WAV
67	Spectrogram 1	1	97.506500000	97.511200000	47812.000	68300.000	Echolocation	0.522	20220826_070000.WAV
68	Waveform 1	1	97.555500000	97.560400000	47812.000	70742.000	Echolocation	0.578	20220826_070000.WAV
68	Spectrogram 1	1	97.555500000	97.560400000	47812.000	70742.000	Echolocation	0.578	20220826_070000.WAV
69	Waveform 1	1	97.612500000	97.617600000	46953.000	68717.000	Echolocation	0.702	20220826_070000.WAV
69	Spectrogram 1	1	97.612500000	97.617600000	46953.000	68717.000	Echolocation	0.702	20220826_070000.WAV
70	Waveform 1	1	97.800500000	97.805200000	47812.000	64060.000	Echolocation	0.523	20220826_070000.WAV
70	Spectrogram 1	1	97.800500000	97.805200000	47812.000	64060.000	Echolocation	0.523	20220826_070000.WAV
71	Waveform 1	1	97.882500000	97.888700000	46953.000	67411.000	Echolocation	0.695	20220826_070000.WAV
71	Spectrogram 1	1	97.882500000	97.888700000	46953.000	67411.000	Echolocation	0.695	20220826_070000.WAV
72	Waveform 1	1	97.963500000	97.971400000	46093.000	62821.000	Echolocation	0.562	20220826_070000.WAV
72	Spectrogram 1	1	97.963500000	97.971400000	46093.000	62821.000	Echolocation	0.562	20220826_070000.WAV
73	Waveform 1	1	98.141500000	98.146400000	46093.000	60759.000	Echolocation	0.563	20220826_070000.WAV
73	Spectrogram 1	1	98.141500000	98.146400000	46093.000	60759.000	Echolocation	0.563	20220826_070000.WAV
74	Waveform 1	1	99.205500000	99.211300000	44375.000	53865.000	fp	0.526	20220826_070000.WAV
74	Spectrogram 1	1	99.205500000	99.211300000	44375.000	53865.000	fp	0.526	20220826_070000.WAV
75	Waveform 1	1	99.421500000	99.425900000	47812.000	57831.000	Echolocation	0.605	20220826_070000.WAV
75	Spectrogram 1	1	99.421500000	99.425900000	47812.000	57831.000	Echolocation	0.605	20220826_070000.WAV
76	Waveform 1	1	122.669500000	122.676600000	46953.000	58708.000	Echolocation	0.597	20220826_070000.WAV
76	Spectrogram 1	1	122.669500000	122.676600000	46953.000	58708.000	Echolocation	0.597	20220826_070000.WAV
77	Waveform 1	1	124.007500000	124.011800000	46953.000	61469.000	Echolocation	0.611	20220826_070000.WAV
77	Spectrogram 1	1	124.007500000	124.011800000	46953.000	61469.000	Echolocation	0.611	20220826_070000.WAV
78	Waveform 1	1	124.405500000	124.411400000	46953.000	59560.000	Echolocation	0.628	20220826_070000.WAV
78	Spectrogram 1	1	124.405500000	124.411400000	46953.000	59560.000	Echolocation	0.628	20220826_070000.WAV
79	Waveform 1	1	124.623500000	124.629100000	47812.000	59288.000	Echolocation	0.567	20220826_070000.WAV
79	Spectrogram 1	1	124.623500000	124.629100000	47812.000	59288.000	Echolocation	0.567	20220826_070000.WAV
80	Waveform 1	1	137.120500000	137.127400000	39218.000	47706.000	fp	0.512	20220826_070000.WAV
80	Spectrogram 1	1	137.120500000	137.127400000	39218.000	47706.000	fp	0.512	20220826_070000.WAV
81	Waveform 1	1	137.509500000	137.517900000	39218.000	47720.000	fp	0.573	20220826_070000.WAV
81	Spectrogram 1	1	137.509500000	137.517900000	39218.000	47720.000	fp	0.573	20220826_070000.WAV
82	Waveform 1	1	138.423500000	138.432300000	39218.000	46124.000	Echolocation	0.571	20220826_070000.WAV
82	Spectrogram 1	1	138.423500000	138.432300000	39218.000	46124.000	Echolocation	0.571	20220826_070000.WAV
83	Waveform 1	1	138.687500000	138.695700000	39218.000	51966.000	Echolocation	0.502	20220826_070000.WAV
83	Spectrogram 1	1	138.687500000	138.695700000	39218.000	51966.000	Echolocation	0.502	20220826_070000.WAV
84	Waveform 1	1	138.770500000	138.779200000	39218.000	53204.000	Echolocation	0.542	20220826_070000.WAV
84	Spectrogram 1	1	138.770500000	138.779200000	39218.000	53204.000	Echolocation	0.542	20220826_070000.WAV
85	Waveform 1	1	150.464500000	150.469400000	47812.000	59282.000	Echolocation	0.563	20220826_070000.WAV
85	Spectrogram 1	1	150.464500000	150.469400000	47812.000	59282.000	Echolocation	0.563	20220826_070000.WAV
86	Waveform 1	1	150.972500000	150.979100000	48671.000	61069.000	Echolocation	0.576	20220826_070000.WAV
86	Spectrogram 1	1	150.972500000	150.979100000	48671.000	61069.000	Echolocation	0.576	20220826_070000.WAV
87	Waveform 1	1	155.055500000	155.065800000	27187.000	33328.000	fp	0.522	20220826_070000.WAV
87	Spectrogram 1	1	155.055500000	155.065800000	27187.000	33328.000	fp	0.522	20220826_070000.WAV
88	Waveform 1	1	162.182500000	162.187900000	47812.000	62824.000	Echolocation	0.595	20220826_070000.WAV
88	Spectrogram 1	1	162.182500000	162.187900000	47812.000	62824.000	Echolocation	0.595	20220826_070000.WAV
89	Waveform 1	1	162.377500000	162.383000000	48671.000	58729.000	Echolocation	0.556	20220826_070000.WAV
89	Spectrogram 1	1	162.377500000	162.383000000	48671.000	58729.000	Echolocation	0.556	20220826_070000.WAV
90	Waveform 1	1	162.862500000	162.870400000	47812.000	61765.000	Echolocation	0.684	20220826_070000.WAV
90	Spectrogram 1	1	162.862500000	162.870400000	47812.000	61765.000	Echolocation	0.684	20220826_070000.WAV
91	Waveform 1	1	162.953500000	162.959900000	46093.000	64107.000	Echolocation	0.576	20220826_070000.WAV
91	Spectrogram 1	1	162.953500000	162.959900000	46093.000	64107.000	Echolocation	0.576	20220826_070000.WAV
92	Waveform 1	1	163.047500000	163.052700000	46953.000	59284.000	Echolocation	0.564	20220826_070000.WAV
92	Spectrogram 1	1	163.047500000	163.052700000	46953.000	59284.000	Echolocation	0.564	20220826_070000.WAV
93	Waveform 1	1	163.132500000	163.138500000	45234.000	70631.000	Echolocation	0.621	20220826_070000.WAV
93	Spectrogram 1	1	163.132500000	163.138500000	45234.000	70631.000	Echolocation	0.621	20220826_070000.WAV
94	Waveform 1	1	163.432500000	163.439000000	47812.000	62780.000	Echolocation	0.584	20220826_070000.WAV
94	Spectrogram 1	1	163.432500000	163.439000000	47812.000	62780.000	Echolocation	0.584	20220826_070000.WAV
95	Waveform 1	1	163.489500000	163.497000000	46093.000	66433.000	Echolocation	0.674	20220826_070000.WAV
95	Spectrogram 1	1	163.489500000	163.497000000	46093.000	66433.000	Echolocation	0.674	20220826_070000.WAV
96	Waveform 1	1	163.607500000	163.614400000	46953.000	64052.000	Echolocation	0.558	20220826_070000.WAV
96	Spectrogram 1	1	163.607500000	163.614400000	46953.000	64052.000	Echolocation	0.558	20220826_070000.WAV
97	Waveform 1	1	163.710500000	163.716000000	46953.000	61842.000	Echolocation	0.56	20220826_070000.WAV
97	Spectrogram 1	1	163.710500000	163.716000000	46953.000	61842.000	Echolocation	0.56	20220826_070000.WAV
98	Waveform 1	1	163.781500000	163.788800000	47812.000	66914.000	Echolocation	0.668	20220826_070000.WAV
98	Spectrogram 1	1	163.781500000	163.788800000	47812.000	66914.000	Echolocation	0.668	20220826_070000.WAV
99	Waveform 1	1	163.846500000	163.854700000	47812.000	65278.000	Echolocation	0.674	20220826_070000.WAV
99	Spectrogram 1	1	163.846500000	163.854700000	47812.000	65278.000	Echolocation	0.674	20220826_070000.WAV
100	Waveform 1	1	163.923500000	163.929300000	45234.000	71737.000	Echolocation	0.591	20220826_070000.WAV
100	Spectrogram 1	1	163.923500000	163.929300000	45234.000	71737.000	Echolocation	0.591	20220826_070000.WAV
101	Waveform 1	1	164.434500000	164.439700000	47812.000	60571.000	Echolocation	0.559	20220826_070000.WAV
101	Spectrogram 1	1	164.434500000	164.439700000	47812.000	60571.000	Echolocation	0.559	20220826_070000.WAV
102	Waveform 1	1	164.688500000	164.694200000	46093.000	59797.000	Echolocation	0.511	20220826_070000.WAV
102	Spectrogram 1	1	164.688500000	164.694200000	46093.000	59797.000	Echolocation	0.511	20220826_070000.WAV
103	Waveform 1	1	164.767500000	164.774200000	46093.000	59301.000	Echolocation	0.596	20220826_070000.WAV
103	Spectrogram 1	1	164.767500000	164.774200000	46093.000	59301.000	Echolocation	0.596	20220826_070000.WAV
104	Waveform 1	1	166.538500000	166.555800000	25468.000	31079.000	Echolocation	0.525	20220826_070000.WAV
104	Spectrogram 1	1	166.538500000	166.555800000	25468.000	31079.000	Echolocation	0.525	20220826_070000.WAV
105	Waveform 1	1	166.710500000	166.727700000	25468.000	29810.000	Echolocation	0.508	20220826_070000.WAV
105	Spectrogram 1	1	166.710500000	166.727700000	25468.000	29810.000	Echolocation	0.508	20220826_070000.WAV
106	Waveform 1	1	167.275500000	167.290300000	25468.000	30923.000	Echolocation	0.53	20220826_070000.WAV
106	Spectrogram 1	1	167.275500000	167.290300000	25468.000	30923.000	Echolocation	0.53	20220826_070000.WAV
107	Waveform 1	1	167.426500000	167.439100000	25468.000	32773.000	Echolocation	0.562	20220826_070000.WAV
107	Spectrogram 1	1	167.426500000	167.439100000	25468.000	32773.000	Echolocation	0.562	20220826_070000.WAV
108	Waveform 1	1	174.535500000	174.551700000	24609.000	28699.000	Echolocation	0.543	20220826_070000.WAV
108	Spectrogram 1	1	174.535500000	174.551700000	24609.000	28699.000	Echolocation	0.543	20220826_070000.WAV
109	Waveform 1	1	176.637500000	176.652600000	24609.000	30438.000	Echolocation	0.533	20220826_070000.WAV
109	Spectrogram 1	1	176.637500000	176.652600000	24609.000	30438.000	Echolocation	0.533	20220826_070000.WAV
110	Waveform 1	1	177.340500000	177.356900000	24609.000	28661.000	Echolocation	0.501	20220826_070000.WAV
110	Spectrogram 1	1	177.340500000	177.356900000	24609.000	28661.000	Echolocation	0.501	20220826_070000.WAV
111	Waveform 1	1	178.035500000	178.051000000	24609.000	29014.000	Echolocation	0.506	20220826_070000.WAV
111	Spectrogram 1	1	178.035500000	178.051000000	24609.000	29014.000	Echolocation	0.506	20220826_070000.WAV
112	Waveform 1	1	180.102500000	180.117000000	25468.000	30538.000	fp	0.508	20220826_070000.WAV
112	Spectrogram 1	1	180.102500000	180.117000000	25468.000	30538.000	fp	0.508	20220826_070000.WAV
113	Waveform 1	1	180.479500000	180.487000000	40078.000	47375.000	fp	0.544	20220826_070000.WAV
113	Spectrogram 1	1	180.479500000	180.487000000	40078.000	47375.000	fp	0.544	20220826_070000.WAV
114	Waveform 1	1	180.669500000	180.678900000	38359.000	49514.000	fp	0.525	20220826_070000.WAV
114	Spectrogram 1	1	180.669500000	180.678900000	38359.000	49514.000	fp	0.525	20220826_070000.WAV
115	Waveform 1	1	180.768500000	180.777400000	39218.000	49091.000	fp	0.51	20220826_070000.WAV
115	Spectrogram 1	1	180.768500000	180.777400000	39218.000	49091.000	fp	0.51	20220826_070000.WAV
116	Waveform 1	1	180.857500000	180.868100000	39218.000	52389.000	Echolocation	0.563	20220826_070000.WAV
116	Spectrogram 1	1	180.857500000	180.868100000	39218.000	52389.000	Echolocation	0.563	20220826_070000.WAV
117	Waveform 1	1	181.042500000	181.052000000	39218.000	50843.000	Echolocation	0.578	20220826_070000.WAV
117	Spectrogram 1	1	181.042500000	181.052000000	39218.000	50843.000	Echolocation	0.578	20220826_070000.WAV
118	Waveform 1	1	181.234500000	181.243300000	39218.000	48505.000	Echolocation	0.538	20220826_070000.WAV
118	Spectrogram 1	1	181.234500000	181.243300000	39218.000	48505.000	Echolocation	0.538	20220826_070000.WAV
119	Waveform 1	1	181.327500000	181.335400000	39218.000	51501.000	Echolocation	0.653	20220826_070000.WAV
119	Spectrogram 1	1	181.327500000	181.335400000	39218.000	51501.000	Echolocation	0.653	20220826_070000.WAV
120	Waveform 1	1	181.417500000	181.424900000	40078.000	48800.000	Echolocation	0.605	20220826_070000.WAV
120	Spectrogram 1	1	181.417500000	181.424900000	40078.000	48800.000	Echolocation	0.605	20220826_070000.WAV
121	Waveform 1	1	181.519500000	181.527100000	39218.000	46577.000	Echolocation	0.545	20220826_070000.WAV
121	Spectrogram 1	1	181.519500000	181.527100000	39218.000	46577.000	Echolocation	0.545	20220826_070000.WAV
122	Waveform 1	1	181.617500000	181.624700000	40078.000	50713.000	fp	0.57	20220826_070000.WAV
122	Spectrogram 1	1	181.617500000	181.624700000	40078.000	50713.000	fp	0.57	20220826_070000.WAV
123	Waveform 1	1	181.718500000	181.726700000	39218.000	54684.000	Echolocation	0.621	20220826_070000.WAV
123	Spectrogram 1	1	181.718500000	181.726700000	39218.000	54684.000	Echolocation	0.621	20220826_070000.WAV
124	Waveform 1	1	181.818500000	181.826800000	40078.000	52326.000	Echolocation	0.581	20220826_070000.WAV
124	Spectrogram 1	1	181.818500000	181.826800000	40078.000	52326.000	Echolocation	0.581	20220826_070000.WAV
125	Waveform 1	1	181.912500000	181.919600000	39218.000	52945.000	Echolocation	0.601	20220826_070000.WAV
125	Spectrogram 1	1	181.912500000	181.919600000	39218.000	52945.000	Echolocation	0.601	20220826_070000.WAV
126	Waveform 1	1	182.293500000	182.301700000	39218.000	52017.000	Echolocation	0.52	20220826_070000.WAV
126	Spectrogram 1	1	182.293500000	182.301700000	39218.000	52017.000	Echolocation	0.52	20220826_070000.WAV
127	Waveform 1	1	182.390500000	182.400100000	37500.000	49847.000	Echolocation	0.504	20220826_070000.WAV
