Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	detection_confidence	Annotation	input_file
9	Spectrogram 1	1	99.499500000	99.506900000	42656.000	54462.000	0.557	Echolocation	20220826_070000.WAV
10	Waveform 1	1	100.789500000	100.796200000	43515.000	53599.000	0.549	Echolocation	20220826_070000.WAV
10	Spectrogram 1	1	100.789500000	100.796200000	43515.000	53599.000	0.549	Echolocation	20220826_070000.WAV
11	Waveform 1	1	100.864500000	100.871800000	42656.000	55393.000	0.502	Echolocation	20220826_070000.WAV
11	Spectrogram 1	1	100.864500000	100.871800000	42656.000	55393.000	0.502	Echolocation	20220826_070000.WAV
12	Waveform 1	1	100.974500000	100.981600000	42656.000	57088.000	0.508	Echolocation	20220826_070000.WAV
12	Spectrogram 1	1	100.974500000	100.981600000	42656.000	57088.000	0.508	Echolocation	20220826_070000.WAV
13	Waveform 1	1	101.069500000	101.077500000	43515.000	52560.000	0.621	Echolocation	20220826_070000.WAV
13	Spectrogram 1	1	101.069500000	101.077500000	43515.000	52560.000	0.621	Echolocation	20220826_070000.WAV
14	Waveform 1	1	101.480500000	101.488900000	42656.000	55349.000	0.53	Echolocation	20220826_070000.WAV
14	Spectrogram 1	1	101.480500000	101.488900000	42656.000	55349.000	0.53	Echolocation	20220826_070000.WAV
15	Waveform 1	1	102.145500000	102.154200000	42656.000	55630.000	0.587	Echolocation	20220826_070000.WAV
15	Spectrogram 1	1	102.145500000	102.154200000	42656.000	55630.000	0.587	Echolocation	20220826_070000.WAV
16	Waveform 1	1	102.240500000	102.249000000	41796.000	56290.000	0.59	Echolocation	20220826_070000.WAV
16	Spectrogram 1	1	102.240500000	102.249000000	41796.000	56290.000	0.59	Echolocation	20220826_070000.WAV
17	Waveform 1	1	102.326500000	102.335100000	42656.000	58643.000	0.572	Echolocation	20220826_070000.WAV
17	Spectrogram 1	1	102.326500000	102.335100000	42656.000	58643.000	0.572	Echolocation	20220826_070000.WAV
18	Waveform 1	1	102.416500000	102.426800000	41796.000	57185.000	0.526	Echolocation	20220826_070000.WAV
18	Spectrogram 1	1	102.416500000	102.426800000	41796.000	57185.000	0.526	Echolocation	20220826_070000.WAV
19	Waveform 1	1	102.506500000	102.515700000	42656.000	56803.000	0.512	Echolocation	20220826_070000.WAV
19	Spectrogram 1	1	102.506500000	102.515700000	42656.000	56803.000	0.512	Echolocation	20220826_070000.WAV
20	Waveform 1	1	102.599500000	102.605800000	43515.000	52891.000	0.634	Echolocation	20220826_070000.WAV
20	Spectrogram 1	1	102.599500000	102.605800000	43515.000	52891.000	0.634	Echolocation	20220826_070000.WAV
21	Waveform 1	1	102.741500000	102.758700000	22890.000	26174.000	0.513	Echolocation	20220826_070000.WAV
21	Spectrogram 1	1	102.741500000	102.758700000	22890.000	26174.000	0.513	Echolocation	20220826_070000.WAV
22	Waveform 1	1	102.830500000	102.837400000	42656.000	52912.000	0.624	Echolocation	20220826_070000.WAV
22	Spectrogram 1	1	102.830500000	102.837400000	42656.000	52912.000	0.624	Echolocation	20220826_070000.WAV
23	Waveform 1	1	103.415500000	103.423200000	41796.000	53574.000	0.602	Echolocation	20220826_070000.WAV
23	Spectrogram 1	1	103.415500000	103.423200000	41796.000	53574.000	0.602	Echolocation	20220826_070000.WAV
24	Waveform 1	1	103.586500000	103.595000000	41796.000	53427.000	0.613	Echolocation	20220826_070000.WAV
24	Spectrogram 1	1	103.586500000	103.595000000	41796.000	53427.000	0.613	Echolocation	20220826_070000.WAV
25	Waveform 1	1	103.676500000	103.685000000	41796.000	54130.000	0.564	Echolocation	20220826_070000.WAV
25	Spectrogram 1	1	103.676500000	103.685000000	41796.000	54130.000	0.564	Echolocation	20220826_070000.WAV
26	Waveform 1	1	273.303500000	273.327700000	24609.000	27867.000	0.517	Echolocation	20220826_070000.WAV
26	Spectrogram 1	1	273.303500000	273.327700000	24609.000	27867.000	0.517	Echolocation	20220826_070000.WAV
27	Waveform 1	1	275.768500000	275.789300000	24609.000	27909.000	0.61	Echolocation	20220826_070000.WAV
27	Spectrogram 1	1	275.768500000	275.789300000	24609.000	27909.000	0.61	Echolocation	20220826_070000.WAV
28	Waveform 1	1	277.396500000	277.417600000	24609.000	27140.000	0.623	Echolocation	20220826_070000.WAV
28	Spectrogram 1	1	277.396500000	277.417600000	24609.000	27140.000	0.623	Echolocation	20220826_070000.WAV
29	Waveform 1	1	627.703500000	627.712500000	40078.000	46217.000	0.615	Echolocation	20220826_070000.WAV
29	Spectrogram 1	1	627.703500000	627.712500000	40078.000	46217.000	0.615	Echolocation	20220826_070000.WAV
30	Waveform 1	1	627.812500000	627.820700000	39218.000	46351.000	0.628	Echolocation	20220826_070000.WAV
30	Spectrogram 1	1	627.812500000	627.820700000	39218.000	46351.000	0.628	Echolocation	20220826_070000.WAV
31	Waveform 1	1	628.268500000	628.277200000	39218.000	49868.000	0.634	Echolocation	20220826_070000.WAV
31	Spectrogram 1	1	628.268500000	628.277200000	39218.000	49868.000	0.634	Echolocation	20220826_070000.WAV
32	Waveform 1	1	628.588500000	628.597000000	38359.000	45547.000	0.601	Echolocation	20220826_070000.WAV
32	Spectrogram 1	1	628.588500000	628.597000000	38359.000	45547.000	0.601	Echolocation	20220826_070000.WAV
33	Waveform 1	1	628.729500000	628.737800000	38359.000	44563.000	0.586	Echolocation	20220826_070000.WAV
33	Spectrogram 1	1	628.729500000	628.737800000	38359.000	44563.000	0.586	Echolocation	20220826_070000.WAV
34	Waveform 1	1	628.871500000	628.879500000	37500.000	44264.000	0.661	Echolocation	20220826_070000.WAV
34	Spectrogram 1	1	628.871500000	628.879500000	37500.000	44264.000	0.661	Echolocation	20220826_070000.WAV
35	Waveform 1	1	628.961500000	628.970000000	39218.000	48283.000	0.682	Echolocation	20220826_070000.WAV
35	Spectrogram 1	1	628.961500000	628.970000000	39218.000	48283.000	0.682	Echolocation	20220826_070000.WAV
36	Waveform 1	1	629.075500000	629.082500000	38359.000	46830.000	0.555	fp	20220826_070000.WAV
36	Spectrogram 1	1	629.075500000	629.082500000	38359.000	46830.000	0.555	fp	20220826_070000.WAV
37	Waveform 1	1	629.188500000	629.197900000	38359.000	51644.000	0.687	Echolocation	20220826_070000.WAV
37	Spectrogram 1	1	629.188500000	629.197900000	38359.000	51644.000	0.687	Echolocation	20220826_070000.WAV
38	Waveform 1	1	629.581500000	629.589900000	38359.000	51022.000	0.681	Echolocation	20220826_070000.WAV
38	Spectrogram 1	1	629.581500000	629.589900000	38359.000	51022.000	0.681	Echolocation	20220826_070000.WAV
39	Waveform 1	1	629.683500000	629.692600000	38359.000	46732.000	0.609	Echolocation	20220826_070000.WAV
39	Spectrogram 1	1	629.683500000	629.692600000	38359.000	46732.000	0.609	Echolocation	20220826_070000.WAV
40	Waveform 1	1	629.879500000	629.888700000	38359.000	49170.000	0.659	Echolocation	20220826_070000.WAV
40	Spectrogram 1	1	629.879500000	629.888700000	38359.000	49170.000	0.659	Echolocation	20220826_070000.WAV
41	Waveform 1	1	630.161500000	630.168900000	38359.000	48332.000	0.664	Echolocation	20220826_070000.WAV
41	Spectrogram 1	1	630.161500000	630.168900000	38359.000	48332.000	0.664	Echolocation	20220826_070000.WAV
42	Waveform 1	1	630.279500000	630.286800000	38359.000	47152.000	0.602	Echolocation	20220826_070000.WAV
42	Spectrogram 1	1	630.279500000	630.286800000	38359.000	47152.000	0.602	Echolocation	20220826_070000.WAV
43	Waveform 1	1	630.468500000	630.477200000	38359.000	47306.000	0.658	Echolocation	20220826_070000.WAV
43	Spectrogram 1	1	630.468500000	630.477200000	38359.000	47306.000	0.658	Echolocation	20220826_070000.WAV
44	Waveform 1	1	630.580500000	630.589000000	37500.000	42930.000	0.541	fp	20220826_070000.WAV
44	Spectrogram 1	1	630.580500000	630.589000000	37500.000	42930.000	0.541	fp	20220826_070000.WAV
45	Waveform 1	1	630.803500000	630.811900000	39218.000	47121.000	0.582	fp	20220826_070000.WAV
45	Spectrogram 1	1	630.803500000	630.811900000	39218.000	47121.000	0.582	fp	20220826_070000.WAV
46	Waveform 1	1	751.128500000	751.136300000	40937.000	50781.000	0.52	Echolocation	20220826_070000.WAV
46	Spectrogram 1	1	751.128500000	751.136300000	40937.000	50781.000	0.52	Echolocation	20220826_070000.WAV
47	Waveform 1	1	751.628500000	751.636200000	41796.000	49430.000	0.518	Echolocation	20220826_070000.WAV
47	Spectrogram 1	1	751.628500000	751.636200000	41796.000	49430.000	0.518	Echolocation	20220826_070000.WAV
48	Waveform 1	1	751.929500000	751.937300000	41796.000	47315.000	0.57	Echolocation	20220826_070000.WAV
48	Spectrogram 1	1	751.929500000	751.937300000	41796.000	47315.000	0.57	Echolocation	20220826_070000.WAV
49	Waveform 1	1	754.310500000	754.318700000	40937.000	50708.000	0.592	Echolocation	20220826_070000.WAV
49	Spectrogram 1	1	754.310500000	754.318700000	40937.000	50708.000	0.592	Echolocation	20220826_070000.WAV
50	Waveform 1	1	754.408500000	754.415700000	42656.000	51629.000	0.573	Echolocation	20220826_070000.WAV
50	Spectrogram 1	1	754.408500000	754.415700000	42656.000	51629.000	0.573	Echolocation	20220826_070000.WAV
51	Waveform 1	1	754.587500000	754.595500000	40937.000	54808.000	0.577	Echolocation	20220826_070000.WAV
51	Spectrogram 1	1	754.587500000	754.595500000	40937.000	54808.000	0.577	Echolocation	20220826_070000.WAV
52	Waveform 1	1	754.714500000	754.722800000	40937.000	49205.000	0.59	Echolocation	20220826_070000.WAV
52	Spectrogram 1	1	754.714500000	754.722800000	40937.000	49205.000	0.59	Echolocation	20220826_070000.WAV
53	Waveform 1	1	754.810500000	754.818100000	41796.000	53296.000	0.512	Echolocation	20220826_070000.WAV
53	Spectrogram 1	1	754.810500000	754.818100000	41796.000	53296.000	0.512	Echolocation	20220826_070000.WAV
54	Waveform 1	1	754.991500000	754.999900000	40078.000	50830.000	0.566	Echolocation	20220826_070000.WAV
54	Spectrogram 1	1	754.991500000	754.999900000	40078.000	50830.000	0.566	Echolocation	20220826_070000.WAV
55	Waveform 1	1	755.090500000	755.098500000	39218.000	46260.000	0.516	Echolocation	20220826_070000.WAV
55	Spectrogram 1	1	755.090500000	755.098500000	39218.000	46260.000	0.516	Echolocation	20220826_070000.WAV
56	Waveform 1	1	755.374500000	755.382900000	40078.000	48650.000	0.522	Echolocation	20220826_070000.WAV
56	Spectrogram 1	1	755.374500000	755.382900000	40078.000	48650.000	0.522	Echolocation	20220826_070000.WAV
57	Waveform 1	1	755.480500000	755.488200000	40937.000	51670.000	0.62	Echolocation	20220826_070000.WAV
57	Spectrogram 1	1	755.480500000	755.488200000	40937.000	51670.000	0.62	Echolocation	20220826_070000.WAV
58	Waveform 1	1	755.969500000	755.976300000	40937.000	49036.000	0.515	Echolocation	20220826_070000.WAV
58	Spectrogram 1	1	755.969500000	755.976300000	40937.000	49036.000	0.515	Echolocation	20220826_070000.WAV
59	Waveform 1	1	756.279500000	756.287900000	40078.000	48082.000	0.562	Echolocation	20220826_070000.WAV
59	Spectrogram 1	1	756.279500000	756.287900000	40078.000	48082.000	0.562	Echolocation	20220826_070000.WAV
60	Waveform 1	1	843.229500000	843.237700000	38359.000	45394.000	0.514	fp	20220826_070000.WAV
60	Spectrogram 1	1	843.229500000	843.237700000	38359.000	45394.000	0.514	fp	20220826_070000.WAV
61	Waveform 1	1	843.337500000	843.345200000	40078.000	50943.000	0.594	Echolocation	20220826_070000.WAV
61	Spectrogram 1	1	843.337500000	843.345200000	40078.000	50943.000	0.594	Echolocation	20220826_070000.WAV
62	Waveform 1	1	843.707500000	843.716400000	39218.000	52880.000	0.514	Echolocation	20220826_070000.WAV
62	Spectrogram 1	1	843.707500000	843.716400000	39218.000	52880.000	0.514	Echolocation	20220826_070000.WAV
63	Waveform 1	1	843.802500000	843.809500000	40937.000	53620.000	0.539	Echolocation	20220826_070000.WAV
63	Spectrogram 1	1	843.802500000	843.809500000	40937.000	53620.000	0.539	Echolocation	20220826_070000.WAV
64	Waveform 1	1	843.910500000	843.917000000	41796.000	54933.000	0.507	Echolocation	20220826_070000.WAV
64	Spectrogram 1	1	843.910500000	843.917000000	41796.000	54933.000	0.507	Echolocation	20220826_070000.WAV
65	Waveform 1	1	844.015500000	844.023500000	38359.000	49857.000	0.587	Echolocation	20220826_070000.WAV
65	Spectrogram 1	1	844.015500000	844.023500000	38359.000	49857.000	0.587	Echolocation	20220826_070000.WAV
66	Waveform 1	1	844.375500000	844.383400000	40078.000	49387.000	0.526	fp	20220826_070000.WAV
66	Spectrogram 1	1	844.375500000	844.383400000	40078.000	49387.000	0.526	fp	20220826_070000.WAV
67	Waveform 1	1	844.579500000	844.588000000	39218.000	46710.000	0.525	fp	20220826_070000.WAV
67	Spectrogram 1	1	844.579500000	844.588000000	39218.000	46710.000	0.525	fp	20220826_070000.WAV
68	Waveform 1	1	844.679500000	844.688000000	40078.000	48246.000	0.677	Echolocation	20220826_070000.WAV
68	Spectrogram 1	1	844.679500000	844.688000000	40078.000	48246.000	0.677	Echolocation	20220826_070000.WAV
69	Waveform 1	1	844.768500000	844.776700000	39218.000	47375.000	0.599	Echolocation	20220826_070000.WAV
69	Spectrogram 1	1	844.768500000	844.776700000	39218.000	47375.000	0.599	Echolocation	20220826_070000.WAV
70	Waveform 1	1	844.856500000	844.863000000	40078.000	49403.000	0.564	Echolocation	20220826_070000.WAV
70	Spectrogram 1	1	844.856500000	844.863000000	40078.000	49403.000	0.564	Echolocation	20220826_070000.WAV
71	Waveform 1	1	845.057500000	845.064900000	39218.000	46829.000	0.554	Echolocation	20220826_070000.WAV
71	Spectrogram 1	1	845.057500000	845.064900000	39218.000	46829.000	0.554	Echolocation	20220826_070000.WAV
72	Waveform 1	1	845.350500000	845.358600000	40078.000	49087.000	0.627	Echolocation	20220826_070000.WAV
72	Spectrogram 1	1	845.350500000	845.358600000	40078.000	49087.000	0.627	Echolocation	20220826_070000.WAV
73	Waveform 1	1	845.442500000	845.449100000	40937.000	50155.000	0.585	Echolocation	20220826_070000.WAV
73	Spectrogram 1	1	845.442500000	845.449100000	40937.000	50155.000	0.585	Echolocation	20220826_070000.WAV
74	Waveform 1	1	845.624500000	845.632400000	40078.000	50652.000	0.667	Echolocation	20220826_070000.WAV
74	Spectrogram 1	1	845.624500000	845.632400000	40078.000	50652.000	0.667	Echolocation	20220826_070000.WAV
75	Waveform 1	1	845.936500000	845.945100000	40078.000	46796.000	0.535	fp	20220826_070000.WAV
75	Spectrogram 1	1	845.936500000	845.945100000	40078.000	46796.000	0.535	fp	20220826_070000.WAV
76	Waveform 1	1	846.519500000	846.525700000	40078.000	52980.000	0.566	Echolocation	20220826_070000.WAV
76	Spectrogram 1	1	846.519500000	846.525700000	40078.000	52980.000	0.566	Echolocation	20220826_070000.WAV
77	Waveform 1	1	846.665500000	846.673100000	40078.000	50722.000	0.558	Echolocation	20220826_070000.WAV
77	Spectrogram 1	1	846.665500000	846.673100000	40078.000	50722.000	0.558	Echolocation	20220826_070000.WAV
78	Waveform 1	1	846.749500000	846.756300000	39218.000	52371.000	0.562	Echolocation	20220826_070000.WAV
78	Spectrogram 1	1	846.749500000	846.756300000	39218.000	52371.000	0.562	Echolocation	20220826_070000.WAV
79	Waveform 1	1	846.850500000	846.859200000	37500.000	49232.000	0.615	Echolocation	20220826_070000.WAV
79	Spectrogram 1	1	846.850500000	846.859200000	37500.000	49232.000	0.615	Echolocation	20220826_070000.WAV
80	Waveform 1	1	846.951500000	846.959600000	37500.000	49259.000	0.517	Echolocation	20220826_070000.WAV
80	Spectrogram 1	1	846.951500000	846.959600000	37500.000	49259.000	0.517	Echolocation	20220826_070000.WAV
81	Waveform 1	1	847.054500000	847.064700000	37500.000	55928.000	0.51	Echolocation	20220826_070000.WAV
81	Spectrogram 1	1	847.054500000	847.064700000	37500.000	55928.000	0.51	Echolocation	20220826_070000.WAV
82	Waveform 1	1	847.251500000	847.259800000	38359.000	48774.000	0.559	Echolocation	20220826_070000.WAV
82	Spectrogram 1	1	847.251500000	847.259800000	38359.000	48774.000	0.559	Echolocation	20220826_070000.WAV
83	Waveform 1	1	847.359500000	847.366000000	36640.000	47556.000	0.558	Echolocation	20220826_070000.WAV
83	Spectrogram 1	1	847.359500000	847.366000000	36640.000	47556.000	0.558	Echolocation	20220826_070000.WAV
84	Waveform 1	1	847.457500000	847.465200000	38359.000	56807.000	0.612	Echolocation	20220826_070000.WAV
84	Spectrogram 1	1	847.457500000	847.465200000	38359.000	56807.000	0.612	Echolocation	20220826_070000.WAV
85	Waveform 1	1	847.557500000	847.565600000	37500.000	53426.000	0.518	Echolocation	20220826_070000.WAV
85	Spectrogram 1	1	847.557500000	847.565600000	37500.000	53426.000	0.518	Echolocation	20220826_070000.WAV
86	Waveform 1	1	847.650500000	847.657600000	37500.000	54369.000	0.557	Echolocation	20220826_070000.WAV
86	Spectrogram 1	1	847.650500000	847.657600000	37500.000	54369.000	0.557	Echolocation	20220826_070000.WAV
87	Waveform 1	1	847.745500000	847.755400000	40078.000	59255.000	0.585	Echolocation	20220826_070000.WAV
87	Spectrogram 1	1	847.745500000	847.755400000	40078.000	59255.000	0.585	Echolocation	20220826_070000.WAV
88	Waveform 1	1	847.844500000	847.852600000	37500.000	45278.000	0.542	Echolocation	20220826_070000.WAV
88	Spectrogram 1	1	847.844500000	847.852600000	37500.000	45278.000	0.542	Echolocation	20220826_070000.WAV
89	Waveform 1	1	847.945500000	847.954200000	37500.000	53298.000	0.595	Echolocation	20220826_070000.WAV
89	Spectrogram 1	1	847.945500000	847.954200000	37500.000	53298.000	0.595	Echolocation	20220826_070000.WAV
90	Waveform 1	1	848.046500000	848.054700000	38359.000	44953.000	0.568	Echolocation	20220826_070000.WAV
90	Spectrogram 1	1	848.046500000	848.054700000	38359.000	44953.000	0.568	Echolocation	20220826_070000.WAV
91	Waveform 1	1	848.775500000	848.783700000	38359.000	48849.000	0.621	Echolocation	20220826_070000.WAV
91	Spectrogram 1	1	848.775500000	848.783700000	38359.000	48849.000	0.621	Echolocation	20220826_070000.WAV
92	Waveform 1	1	849.063500000	849.071800000	37500.000	45577.000	0.593	Echolocation	20220826_070000.WAV
92	Spectrogram 1	1	849.063500000	849.071800000	37500.000	45577.000	0.593	Echolocation	20220826_070000.WAV
93	Waveform 1	1	849.171500000	849.179500000	38359.000	46667.000	0.635	Echolocation	20220826_070000.WAV
93	Spectrogram 1	1	849.171500000	849.179500000	38359.000	46667.000	0.635	Echolocation	20220826_070000.WAV
94	Waveform 1	1	851.081500000	851.088800000	40937.000	48471.000	0.509	Echolocation	20220826_070000.WAV
94	Spectrogram 1	1	851.081500000	851.088800000	40937.000	48471.000	0.509	Echolocation	20220826_070000.WAV
95	Waveform 1	1	851.791500000	851.799300000	38359.000	46273.000	0.622	Echolocation	20220826_070000.WAV
95	Spectrogram 1	1	851.791500000	851.799300000	38359.000	46273.000	0.622	Echolocation	20220826_070000.WAV
96	Waveform 1	1	852.133500000	852.142000000	37500.000	45651.000	0.618	Echolocation	20220826_070000.WAV
96	Spectrogram 1	1	852.133500000	852.142000000	37500.000	45651.000	0.618	Echolocation	20220826_070000.WAV
97	Waveform 1	1	852.329500000	852.337500000	38359.000	50318.000	0.563	Echolocation	20220826_070000.WAV
97	Spectrogram 1	1	852.329500000	852.337500000	38359.000	50318.000	0.563	Echolocation	20220826_070000.WAV
98	Waveform 1	1	852.912500000	852.920500000	38359.000	47555.000	0.599	Echolocation	20220826_070000.WAV
98	Spectrogram 1	1	852.912500000	852.920500000	38359.000	47555.000	0.599	Echolocation	20220826_070000.WAV
99	Waveform 1	1	853.115500000	853.124100000	38359.000	48162.000	0.578	Echolocation	20220826_070000.WAV
99	Spectrogram 1	1	853.115500000	853.124100000	38359.000	48162.000	0.578	Echolocation	20220826_070000.WAV
100	Waveform 1	1	858.439500000	858.446600000	39218.000	49092.000	0.507	Echolocation	20220826_070000.WAV
100	Spectrogram 1	1	858.439500000	858.446600000	39218.000	49092.000	0.507	Echolocation	20220826_070000.WAV
101	Waveform 1	1	858.649500000	858.657300000	40078.000	49885.000	0.594	Echolocation	20220826_070000.WAV
101	Spectrogram 1	1	858.649500000	858.657300000	40078.000	49885.000	0.594	Echolocation	20220826_070000.WAV
102	Waveform 1	1	858.761500000	858.768300000	38359.000	47354.000	0.502	Echolocation	20220826_070000.WAV
102	Spectrogram 1	1	858.761500000	858.768300000	38359.000	47354.000	0.502	Echolocation	20220826_070000.WAV
103	Waveform 1	1	858.961500000	858.969200000	38359.000	45360.000	0.522	Echolocation	20220826_070000.WAV
103	Spectrogram 1	1	858.961500000	858.969200000	38359.000	45360.000	0.522	Echolocation	20220826_070000.WAV
104	Waveform 1	1	859.059500000	859.066500000	39218.000	52209.000	0.61	Echolocation	20220826_070000.WAV
104	Spectrogram 1	1	859.059500000	859.066500000	39218.000	52209.000	0.61	Echolocation	20220826_070000.WAV
105	Waveform 1	1	859.587500000	859.596100000	39218.000	48623.000	0.532	Echolocation	20220826_070000.WAV
105	Spectrogram 1	1	859.587500000	859.596100000	39218.000	48623.000	0.532	Echolocation	20220826_070000.WAV
106	Waveform 1	1	859.908500000	859.917900000	39218.000	50505.000	0.607	Echolocation	20220826_070000.WAV
106	Spectrogram 1	1	859.908500000	859.917900000	39218.000	50505.000	0.607	Echolocation	20220826_070000.WAV
107	Waveform 1	1	860.137500000	860.145200000	38359.000	45358.000	0.537	Echolocation	20220826_070000.WAV
107	Spectrogram 1	1	860.137500000	860.145200000	38359.000	45358.000	0.537	Echolocation	20220826_070000.WAV
108	Waveform 1	1	860.342500000	860.350500000	40078.000	46896.000	0.538	Echolocation	20220826_070000.WAV
108	Spectrogram 1	1	860.342500000	860.350500000	40078.000	46896.000	0.538	Echolocation	20220826_070000.WAV
109	Waveform 1	1	872.654500000	872.662400000	38359.000	46884.000	0.509	fp	20220826_070000.WAV
109	Spectrogram 1	1	872.654500000	872.662400000	38359.000	46884.000	0.509	fp	20220826_070000.WAV
110	Waveform 1	1	873.913500000	873.921100000	40078.000	49958.000	0.512	Echolocation	20220826_070000.WAV
110	Spectrogram 1	1	873.913500000	873.921100000	40078.000	49958.000	0.512	Echolocation	20220826_070000.WAV
111	Waveform 1	1	874.516500000	874.525300000	39218.000	46607.000	0.549	Echolocation	20220826_070000.WAV
111	Spectrogram 1	1	874.516500000	874.525300000	39218.000	46607.000	0.549	Echolocation	20220826_070000.WAV
112	Waveform 1	1	876.103500000	876.112600000	38359.000	46005.000	0.536	Echolocation	20220826_070000.WAV
112	Spectrogram 1	1	876.103500000	876.112600000	38359.000	46005.000	0.536	Echolocation	20220826_070000.WAV
113	Waveform 1	1	876.852500000	876.860300000	38359.000	45888.000	0.566	Echolocation	20220826_070000.WAV
113	Spectrogram 1	1	876.852500000	876.860300000	38359.000	45888.000	0.566	Echolocation	20220826_070000.WAV
114	Waveform 1	1	876.999500000	877.007700000	41796.000	47793.000	0.518	fp	20220826_070000.WAV
114	Spectrogram 1	1	876.999500000	877.007700000	41796.000	47793.000	0.518	fp	20220826_070000.WAV
115	Waveform 1	1	879.359500000	879.366600000	42656.000	55596.000	0.566	Echolocation	20220826_070000.WAV
115	Spectrogram 1	1	879.359500000	879.366600000	42656.000	55596.000	0.566	Echolocation	20220826_070000.WAV
116	Waveform 1	1	879.933500000	879.941600000	36640.000	48094.000	0.539	Echolocation	20220826_070000.WAV
116	Spectrogram 1	1	879.933500000	879.941600000	36640.000	48094.000	0.539	Echolocation	20220826_070000.WAV
117	Waveform 1	1	880.037500000	880.046500000	36640.000	50767.000	0.527	Echolocation	20220826_070000.WAV
117	Spectrogram 1	1	880.037500000	880.046500000	36640.000	50767.000	0.527	Echolocation	20220826_070000.WAV
118	Waveform 1	1	880.155500000	880.163500000	36640.000	43180.000	0.59	Echolocation	20220826_070000.WAV
118	Spectrogram 1	1	880.155500000	880.163500000	36640.000	43180.000	0.59	Echolocation	20220826_070000.WAV
119	Waveform 1	1	880.269500000	880.279100000	35781.000	50320.000	0.526	Echolocation	20220826_070000.WAV
119	Spectrogram 1	1	880.269500000	880.279100000	35781.000	50320.000	0.526	Echolocation	20220826_070000.WAV
120	Waveform 1	1	880.384500000	880.393000000	36640.000	44813.000	0.551	Echolocation	20220826_070000.WAV
120	Spectrogram 1	1	880.384500000	880.393000000	36640.000	44813.000	0.551	Echolocation	20220826_070000.WAV
121	Waveform 1	1	880.535500000	880.542300000	40078.000	53499.000	0.544	Echolocation	20220826_070000.WAV
121	Spectrogram 1	1	880.535500000	880.542300000	40078.000	53499.000	0.544	Echolocation	20220826_070000.WAV
122	Waveform 1	1	880.683500000	880.692100000	37500.000	49390.000	0.561	Echolocation	20220826_070000.WAV
122	Spectrogram 1	1	880.683500000	880.692100000	37500.000	49390.000	0.561	Echolocation	20220826_070000.WAV
123	Waveform 1	1	880.796500000	880.805200000	38359.000	52818.000	0.619	Echolocation	20220826_070000.WAV
123	Spectrogram 1	1	880.796500000	880.805200000	38359.000	52818.000	0.619	Echolocation	20220826_070000.WAV
124	Waveform 1	1	880.840500000	880.848500000	41796.000	53249.000	0.662	Echolocation	20220826_070000.WAV
124	Spectrogram 1	1	880.840500000	880.848500000	41796.000	53249.000	0.662	Echolocation	20220826_070000.WAV
125	Waveform 1	1	880.910500000	880.917200000	38359.000	49867.000	0.518	Echolocation	20220826_070000.WAV
125	Spectrogram 1	1	880.910500000	880.917200000	38359.000	49867.000	0.518	Echolocation	20220826_070000.WAV
126	Waveform 1	1	881.194500000	881.201600000	39218.000	52674.000	0.614	Echolocation	20220826_070000.WAV
126	Spectrogram 1	1	881.194500000	881.201600000	39218.000	52674.000	0.614	Echolocation	20220826_070000.WAV
127	Waveform 1	1	881.303500000	881.309600000	35781.000	48697.000	0.568	Echolocation	20220826_070000.WAV
